year,company,section_title,mapped_chapter,mapped_chapter_title,relevance,reason
1994,西科金融,这笔投资做错了,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1994,西科金融,业务转让与换股收购,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1994,西科金融,有些知识比别的知识更重要,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1995,西科金融,赢的概率非常高时，要下重注,4,第四章 概率：把故事变成可以检验的判断,high,包含关键词「概率、重注、下重注」，与「第四章 概率：把故事变成可以检验的判断」主题高度相关
1995,西科金融,投行钱太多了、太好赚了，生意反而难做,9,第九章 群体、权威与被剥夺感,medium,包含关键词「投行」，与「第九章 群体、权威与被剥夺感」主题高度相关
1995,西科金融,投行的死亡率很高,9,第九章 群体、权威与被剥夺感,medium,包含关键词「投行」，与「第九章 群体、权威与被剥夺感」主题高度相关
1995,西科金融,频繁交易的投机对社会有害无益,9,第九章 群体、权威与被剥夺感,medium,包含关键词「投机」，与「第九章 群体、权威与被剥夺感」主题高度相关
1995,西科金融,所罗门不但能活下去，而且还能活得很好,12,第十二章 好企业让少行动成为优势,medium,包含关键词「所罗门」，与「第十二章 好企业让少行动成为优势」主题高度相关
1995,西科金融,电视台和报纸还是好生意，但没过去那么好了,12,第十二章 好企业让少行动成为优势,high,包含关键词「好生意、报纸、好生意」，与「第十二章 好企业让少行动成为优势」主题高度相关
1995,西科金融,关于全美航空，我们不可能每次都赢,12,第十二章 好企业让少行动成为优势,medium,包含关键词「全美航空」，与「第十二章 好企业让少行动成为优势」主题高度相关
1995,西科金融,全美航空和工会是一条绳上的两只蚂蚱,12,第十二章 好企业让少行动成为优势,medium,包含关键词「全美航空」，与「第十二章 好企业让少行动成为优势」主题高度相关
1995,西科金融,PS集团，我还能说什么呢？,12,第十二章 好企业让少行动成为优势,medium,包含关键词「PS集团」，与「第十二章 好企业让少行动成为优势」主题高度相关
1995,西科金融,只要能到达正确的终点，路途再颠簸，我都受得了,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1995,西科金融,保险生意不是那么好做,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1995,西科金融,我们只能见步行步，抓住两三个大机会,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1995,西科金融,今天的银行躺着赚钱，未来如何，不得而知,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1995,西科金融,我们不可能让所有人采取和我们一样的处世态度,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1995,西科金融,所有的现代金融机构都比我们更好动,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1995,西科金融,自己有脑子不用非常危险,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1995,西科金融,很多人是被投资的前景吸引走上投资之路的，我也不例外,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1997,西科金融,我们应该训练自己的多元模型思维,1,第一章 一把锤子为什么不够,medium,包含关键词「多元模型」，与「第一章 一把锤子为什么不够」主题高度相关
1997,西科金融,我们关注的不是美联储，而是股市的估值状况,9,第九章 群体、权威与被剥夺感,medium,包含关键词「美联储」，与「第九章 群体、权威与被剥夺感」主题高度相关
1997,西科金融,华尔街闯进保险业会影响伯克希尔和西科,9,第九章 群体、权威与被剥夺感,medium,包含关键词「华尔街」，与「第九章 群体、权威与被剥夺感」主题高度相关
1997,西科金融,好生意，每个决定都简单，容错率也高,12,第十二章 好企业让少行动成为优势,high,包含关键词「好生意、好生意」，与「第十二章 好企业让少行动成为优势」主题高度相关
1997,西科金融,投资要选容错率高的好生意,12,第十二章 好企业让少行动成为优势,high,包含关键词「好生意、好生意」，与「第十二章 好企业让少行动成为优势」主题高度相关
1997,西科金融,全美航空的投资时机实在太差了,12,第十二章 好企业让少行动成为优势,medium,包含关键词「全美航空」，与「第十二章 好企业让少行动成为优势」主题高度相关
1997,西科金融,要辨别资本投入是否有效,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1997,西科金融,房地美、房利美生意非常好，但是基数越大、增长越难,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1997,西科金融,现在做投资更难了，年轻人的投资之路还长,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1997,西科金融,"我们投资时的三种""不为""",16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1997,西科金融,我们不太会投资生产普通商品的生意,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1997,西科金融,高科技行业的大机会不是我们的,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1997,西科金融,我不会为股票支付溢价，但卓越的人值得追随,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1997,西科金融,学基本的东西，做踏实的工作,16,第十六章 理性近乎一种道德义务,medium,包含关键词「踏实」，与「第十六章 理性近乎一种道德义务」主题高度相关
1997,西科金融,这本书凝结了一位老人一生的智慧,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1998,西科金融,每个家庭都应该把《影响力》作为必读书,3,第三章 终身学习：让模型保持活性,medium,包含关键词「读书」，与「第三章 终身学习：让模型保持活性」主题高度相关
1998,西科金融,学心理学，是为了学会正确的思考方式,7,第七章 误判不是偶然：心理倾向的系统,medium,包含关键词「心理学」，与「第七章 误判不是偶然：心理倾向的系统」主题高度相关
1998,西科金融,我们总是尽可能采用我们认为合理的激励方案,8,第八章 激励：制度比劝诫更诚实,medium,包含关键词「激励」，与「第八章 激励：制度比劝诫更诚实」主题高度相关
1998,西科金融,普通投资者是否应该买指数基金？,9,第九章 群体、权威与被剥夺感,high,包含关键词「指数基金、指数」，与「第九章 群体、权威与被剥夺感」主题高度相关
1998,西科金融,多个因素形成的合力让人们做出了改变,10,第十章 当偏误彼此增强,medium,包含关键词「合力」，与「第十章 当偏误彼此增强」主题高度相关
1998,西科金融,小型保险公司被收购后可以节省再保险费用,11,第十一章 穿过会计看商业现实,medium,包含关键词「费用」，与「第十一章 穿过会计看商业现实」主题高度相关
1998,西科金融,最重要的因素绝对是资本收益率,11,第十一章 穿过会计看商业现实,medium,包含关键词「收益率」，与「第十一章 穿过会计看商业现实」主题高度相关
1998,西科金融,有智慧的人善于比较机会成本,11,第十一章 穿过会计看商业现实,medium,包含关键词「成本」，与「第十一章 穿过会计看商业现实」主题高度相关
1998,西科金融,通过回购来提高资本收益率，效果是有限的,11,第十一章 穿过会计看商业现实,medium,包含关键词「收益率」，与「第十一章 穿过会计看商业现实」主题高度相关
1998,西科金融,大家都知道要买好公司，关键在于你是否有能力找到真正的好公司,12,第十二章 好企业让少行动成为优势,high,包含关键词「好公司、好公司」，与「第十二章 好企业让少行动成为优势」主题高度相关
1998,西科金融,全美航空这笔投资赚钱了，但以后可不做这样的投资了,12,第十二章 好企业让少行动成为优势,medium,包含关键词「全美航空」，与「第十二章 好企业让少行动成为优势」主题高度相关
1998,西科金融,好生意发行股份交换差生意要斟酌,12,第十二章 好企业让少行动成为优势,high,包含关键词「好生意、好生意」，与「第十二章 好企业让少行动成为优势」主题高度相关
1998,西科金融,铁路公司以前没买过，以后还不知道,12,第十二章 好企业让少行动成为优势,medium,包含关键词「铁路」，与「第十二章 好企业让少行动成为优势」主题高度相关
1998,西科金融,基金行业增速很快，但我对它没什么好感,12,第十二章 好企业让少行动成为优势,high,包含关键词「基金、基金行业」，与「第十二章 好企业让少行动成为优势」主题高度相关
1998,西科金融,西科与伯克希尔是少数派,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「伯克希尔」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
1998,西科金融,西科很容易估值，与伯克希尔有天壤之别,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「伯克希尔」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
1998,西科金融,盖可会成为伯克希尔的中流砥柱,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「伯克希尔」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
1998,西科金融,小盘股中肯定有好机会，就看你能不能挖掘到,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「好机会」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
1998,西科金融,没回购并不是最严重的错误,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「回购」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
1998,西科金融,大多数人善于选择性地遗忘自己的错误,15,第十五章 避免惯常的失败方式,medium,包含关键词「自己的错」，与「第十五章 避免惯常的失败方式」主题高度相关
1998,西科金融,请原谅我们选了这么豪华的会场,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1998,西科金融,盖可的生意好极了，投资也做得非常好,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1998,西科金融,卢·辛普森完全独立地做投资，而且做得非常好,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1998,西科金融,我们的进步来源于吃亏、领悟和适应环境,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1998,西科金融,经营企业和投资股票相得益彰,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1998,西科金融,投资有正道,16,第十六章 理性近乎一种道德义务,medium,包含关键词「正道」，与「第十六章 理性近乎一种道德义务」主题高度相关
1998,西科金融,学物理对我产生了很大的影响,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1998,西科金融,读年报要注意......,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1998,西科金融,关键是要用多个模型去分析现实世界,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1998,西科金融,"""漂亮""不只是公司的生意好，而且价格也得合适",16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1998,西科金融,人类天生的思维方式存在缺陷，需要通过学习加以完善,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1998,西科金融,我们确实犯过很多错,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1998,西科金融,没深入研究过的事，我确实没有什么特别的看法,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1998,西科金融,我绝对猜不到现在的原油价格,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1998,西科金融,目前股票价格这么高，很多问题没那么简单,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1998,西科金融,也许只是现在的股票达到了公允的价格......,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1999,西科金融,多模型思维方式如何建立？,2,第二章 多元思维模型怎样连成知识格栅,medium,包含关键词「模型思维」，与「第二章 多元思维模型怎样连成知识格栅」主题高度相关
1999,西科金融,伯克希尔保留子公司的激励制度，但股票期权除外,8,第八章 激励：制度比劝诫更诚实,high,包含关键词「激励、激励制度、制度」，与「第八章 激励：制度比劝诫更诚实」主题高度相关
1999,西科金融,资本主义制度的威胁来源于不良的企业文化,8,第八章 激励：制度比劝诫更诚实,medium,包含关键词「制度」，与「第八章 激励：制度比劝诫更诚实」主题高度相关
1999,西科金融,整个社会的公司文化都跑偏了，资本主义制度就危险了,8,第八章 激励：制度比劝诫更诚实,medium,包含关键词「制度」，与「第八章 激励：制度比劝诫更诚实」主题高度相关
1999,西科金融,狂热投身于互联网将引发巨额亏损,9,第九章 群体、权威与被剥夺感,medium,包含关键词「狂热」，与「第九章 群体、权威与被剥夺感」主题高度相关
1999,西科金融,每一场投机都有所不同，但都有相似之处,9,第九章 群体、权威与被剥夺感,medium,包含关键词「投机」，与「第九章 群体、权威与被剥夺感」主题高度相关
1999,西科金融,长期资本管理公司不会导致整个金融体系崩溃，但衍生品必然引发危机,9,第九章 群体、权威与被剥夺感,high,包含关键词「金融体系、衍生品、长期资本」，与「第九章 群体、权威与被剥夺感」主题高度相关
1999,西科金融,总是见不着现金的公司，利润再多，也不值钱,11,第十一章 穿过会计看商业现实,high,包含关键词「利润、现金」，与「第十一章 穿过会计看商业现实」主题高度相关
1999,西科金融,有时候，牺牲短期利润是明智之举,11,第十一章 穿过会计看商业现实,medium,包含关键词「利润」，与「第十一章 穿过会计看商业现实」主题高度相关
1999,西科金融,从长期来看，盈利能力更重要,11,第十一章 穿过会计看商业现实,medium,包含关键词「盈利」，与「第十一章 穿过会计看商业现实」主题高度相关
1999,西科金融,联合多美的管理层没有那么差,12,第十二章 好企业让少行动成为优势,medium,包含关键词「管理层」，与「第十二章 好企业让少行动成为优势」主题高度相关
1999,西科金融,伯克希尔不排斥分析师，有一位优秀的分析师在关注我们,12,第十二章 好企业让少行动成为优势,medium,包含关键词「优秀」，与「第十二章 好企业让少行动成为优势」主题高度相关
1999,西科金融,汽车保险行业的生意不好做了，但盖可保险很强大,12,第十二章 好企业让少行动成为优势,high,包含关键词「汽车、强大」，与「第十二章 好企业让少行动成为优势」主题高度相关
1999,西科金融,如何决定投资10亿美元买入可口可乐？,12,第十二章 好企业让少行动成为优势,medium,包含关键词「可口可乐」，与「第十二章 好企业让少行动成为优势」主题高度相关
1999,西科金融,芒格家族将长期持有伯克希尔的股票,12,第十二章 好企业让少行动成为优势,medium,包含关键词「长期持有」，与「第十二章 好企业让少行动成为优势」主题高度相关
1999,西科金融,喜诗奠定了伯克希尔未来发展的根基,12,第十二章 好企业让少行动成为优势,medium,包含关键词「喜诗」，与「第十二章 好企业让少行动成为优势」主题高度相关
1999,西科金融,我们偶尔会跳出巴菲特的经典投资风格,13,第十三章 少数机会、集中下注与资本配置,high,包含关键词「巴菲特、投资风格」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
1999,西科金融,伯克希尔的保险业务具有两大优势,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「伯克希尔」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
1999,西科金融,银子弹是说一定要弄清楚威胁最大的竞争对手是谁,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「子弹」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
1999,西科金融,投资，要找毫不含糊的好机会,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「好机会」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
1999,西科金融,伯克希尔发行股份收购，有亏有赚,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「伯克希尔」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
1999,西科金融,高度放权是我们的风格,14,第十四章 应得信任：合作如何降低摩擦,medium,包含关键词「放权」，与「第十四章 应得信任：合作如何降低摩擦」主题高度相关
1999,西科金融,读了洛克菲勒的故事，我们能从中得到很多启发,14,第十四章 应得信任：合作如何降低摩擦,medium,包含关键词「故事」，与「第十四章 应得信任：合作如何降低摩擦」主题高度相关
1999,西科金融,学习模型思考，作为入门，推荐《影响力》,14,第十四章 应得信任：合作如何降低摩擦,medium,包含关键词「推荐」，与「第十四章 应得信任：合作如何降低摩擦」主题高度相关
1999,西科金融,识人察人也要多看多琢磨,14,第十四章 应得信任：合作如何降低摩擦,high,包含关键词「识人、察人」，与「第十四章 应得信任：合作如何降低摩擦」主题高度相关
1999,西科金融,科技变革不新鲜，是投资者之痛，亦可能是投资者之幸,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1999,西科金融,计算机技术的作用没那么夸张，人们低估了流程再造的贡献,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1999,西科金融,投资者应该关注科技变革的时代意义及其行业壁垒,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1999,西科金融,强式有效市场假说纯属胡说八道,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1999,西科金融,沃伦偶尔还会回味捡烟蒂的乐趣,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1999,西科金融,保险行业竞争愈发激烈，但我们会逆势上行,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1999,西科金融,堪萨斯银行业担保公司和盖可保险完全不同,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1999,西科金融,慧眼识珠，收益最可观,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1999,西科金融,为别人管理投资，需要很强的责任感,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1999,西科金融,今天的股市，确实与20世纪六七十年代有相似之处,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1999,西科金融,应该好好总结日本经济衰退的前车之鉴,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1999,西科金融,投资顾问是现代社会的占卜师,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1999,西科金融,打磨思维方式，乐趣无穷,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1999,西科金融,做投资，就要看懂公司的生意,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1999,西科金融,我按照自己的喜好选择聚焦投资,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1999,西科金融,菲利普·费雪鼓舞了我,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1999,西科金融,房地美的生意很好，所以西科聚焦投资于房地美,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1999,西科金融,不看电影公司，不看矿业公司，我一点都不觉得遗憾,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1999,西科金融,认清困难，更有可能实现目标,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
1999,西科金融,"""海军上将芒格""的由来",16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2000,西科金融,有些经济现象要结合经济学与心理学来解释,7,第七章 误判不是偶然：心理倾向的系统,medium,包含关键词「心理学」，与「第七章 误判不是偶然：心理倾向的系统」主题高度相关
2000,西科金融,我对衍生品的基本态度很明确，就是厌恶,9,第九章 群体、权威与被剥夺感,medium,包含关键词「衍生品」，与「第九章 群体、权威与被剥夺感」主题高度相关
2000,西科金融,通用再保险和伯克希尔能用好衍生品交易,9,第九章 群体、权威与被剥夺感,medium,包含关键词「衍生品」，与「第九章 群体、权威与被剥夺感」主题高度相关
2000,西科金融,作为一个现代人，谁都不可能对利率无动于衷,9,第九章 群体、权威与被剥夺感,medium,包含关键词「利率」，与「第九章 群体、权威与被剥夺感」主题高度相关
2000,西科金融,我们预测不了利率，只能做好准备,9,第九章 群体、权威与被剥夺感,medium,包含关键词「利率」，与「第九章 群体、权威与被剥夺感」主题高度相关
2000,西科金融,利率是很重要,9,第九章 群体、权威与被剥夺感,medium,包含关键词「利率」，与「第九章 群体、权威与被剥夺感」主题高度相关
2000,西科金融,资产泡沫和信用扩张须警惕,9,第九章 群体、权威与被剥夺感,medium,包含关键词「泡沫」，与「第九章 群体、权威与被剥夺感」主题高度相关
2000,西科金融,钻漏洞、造假的行为不曾消歇，只是愈加隐蔽,11,第十一章 穿过会计看商业现实,medium,包含关键词「造假」，与「第十一章 穿过会计看商业现实」主题高度相关
2000,西科金融,违反会计原则的问题很严重,11,第十一章 穿过会计看商业现实,medium,包含关键词「会计」，与「第十一章 穿过会计看商业现实」主题高度相关
2000,西科金融,我本人对可口可乐充满信心,12,第十二章 好企业让少行动成为优势,medium,包含关键词「可口可乐」，与「第十二章 好企业让少行动成为优势」主题高度相关
2000,西科金融,互联网能使消费者受益，但投资者未必受益,12,第十二章 好企业让少行动成为优势,medium,包含关键词「消费」，与「第十二章 好企业让少行动成为优势」主题高度相关
2000,西科金融,好生意的高利润被拉低，我们有过亲身经历,12,第十二章 好企业让少行动成为优势,high,包含关键词「好生意、好生意」，与「第十二章 好企业让少行动成为优势」主题高度相关
2000,西科金融,报纸业前景黯淡，互联网却未必会改变发电厂,12,第十二章 好企业让少行动成为优势,medium,包含关键词「报纸」，与「第十二章 好企业让少行动成为优势」主题高度相关
2000,西科金融,伯克希尔的子公司和人才拥有共同的美德,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「伯克希尔」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
2000,西科金融,伯克希尔子公司的美德在加入之前就已经具备了,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「伯克希尔」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
2000,西科金融,伯克希尔与西科的保险业务有其优势,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「伯克希尔」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
2000,西科金融,为什么很少有人学伯克希尔呢？,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「伯克希尔」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
2000,西科金融,伯克希尔的困难增加了，但也有一些优势,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「伯克希尔」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
2000,西科金融,我们选人很准，所以很少换人,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2000,西科金融,业绩波动大，但我们承受得起,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2000,西科金融,保险业务规模占比低的两个原因,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2000,西科金融,盖可保险的浮存金降低可能是因为挤掉了水分,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2000,西科金融,好书实有真义，新词徒有其表,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2000,西科金融,两本好书,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2000,西科金融,进化论也适用于公司和行业,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2000,西科金融,人们总是局限在狭隘的专业范围内，不会使用多个模型,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2000,西科金融,包装基本的概念没有意义,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2000,西科金融,我们的大道上人烟稀少，但我一直在努力传播思想,16,第十六章 理性近乎一种道德义务,medium,包含关键词「大道」，与「第十六章 理性近乎一种道德义务」主题高度相关
2000,西科金融,我回答问题，不是为了逗乐，我讲的是生活的艺术,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2000,西科金融,科特的租赁家具生意做得很不错,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2000,西科金融,利捷现在吃苦进军欧洲，是为了将来不吃苦,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2000,西科金融,互联网是大势所趋，但对投资者未必是好事,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2000,西科金融,硅谷的房价上涨速度堪称史无前例,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2000,西科金融,投资要走自己的路，不要和别人比,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2000,西科金融,投资要走自己的路，不要和别人比,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2000,西科金融,我们进入股市时赶上了好时候,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2003,西科金融,要做好投资，必须大量阅读,3,第三章 终身学习：让模型保持活性,medium,包含关键词「阅读」，与「第三章 终身学习：让模型保持活性」主题高度相关
2003,西科金融,如何遥遥领先指数？,9,第九章 群体、权威与被剥夺感,medium,包含关键词「指数」，与「第九章 群体、权威与被剥夺感」主题高度相关
2003,西科金融,会计处理与衍生品交易，都要小心,9,第九章 群体、权威与被剥夺感,medium,包含关键词「衍生品」，与「第九章 群体、权威与被剥夺感」主题高度相关
2003,西科金融,能源行业的衍生品已经爆雷，下一个可能是金融行业,9,第九章 群体、权威与被剥夺感,medium,包含关键词「衍生品」，与「第九章 群体、权威与被剥夺感」主题高度相关
2003,西科金融,嫉妒是一种愚蠢的罪,10,第十章 当偏误彼此增强,medium,包含关键词「嫉妒」，与「第十章 当偏误彼此增强」主题高度相关
2003,西科金融,用机会成本的方式思考，并且留在能力圈之内,11,第十一章 穿过会计看商业现实,medium,包含关键词「成本」，与「第十一章 穿过会计看商业现实」主题高度相关
2003,西科金融,用单位净值法计算基金收益率更合理,11,第十一章 穿过会计看商业现实,high,包含关键词「收益率、净值」，与「第十一章 穿过会计看商业现实」主题高度相关
