person,placement,year,kind,title,relative,language,completeness,evidenceStatus,currentDecision,editorialGate,sourceSupport,sourcePaths,sourceSupportNote,sourceUrl,workKey,versionFamilyCount,gapFlags,chars,exactHash
both,joint-document-placement-pending,2012,berkshire-annual-meeting-session,Afternoon Session - 2012 Meeting,content/buffettfaq_cnbc/2012/Afternoon_Session_-_2012_Meeting.md,en,full-candidate,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-text-no-url,content/buffettfaq_cnbc/2012/Afternoon_Session_-_2012_Meeting.md,文件自身为英文逐字文本候选；来源权威性仍按 URL 和元数据复核。,,berkshire-meeting-2012-afternoon,1,source-url-missing|joint-document-volume-placement-pending,132631,c13d6203f3c637fdb8da15812559dc8e1a6cdec56f179b3b56209f0ec0577273
both,joint-document-placement-pending,2012,berkshire-annual-meeting-session,Morning Session - 2012 Meeting,content/buffettfaq_cnbc/2012/Morning_Session_-_2012_Meeting.md,en,full-candidate,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-text-no-url,content/buffettfaq_cnbc/2012/Morning_Session_-_2012_Meeting.md,文件自身为英文逐字文本候选；来源权威性仍按 URL 和元数据复核。,,berkshire-meeting-2012-morning,1,source-url-missing|joint-document-volume-placement-pending,129911,400f8623cb65dc2fdab42b49ad04a393b19e7ebb46a3801ca270b9966918bc95
both,joint-document-placement-pending,2013,berkshire-annual-meeting-session,Afternoon Session - 2013 Meeting,content/buffettfaq_cnbc/2013/Afternoon_Session_-_2013_Meeting.md,en,full-candidate,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-text-no-url,content/buffettfaq_cnbc/2013/Afternoon_Session_-_2013_Meeting.md,文件自身为英文逐字文本候选；来源权威性仍按 URL 和元数据复核。,,berkshire-meeting-2013-afternoon,1,source-url-missing|joint-document-volume-placement-pending,117042,baee5d4116b13e17292691926b9fff5bf479480355d7b37b316082c4e5abe716
both,joint-document-placement-pending,2013,berkshire-annual-meeting-session,Morning Session - 2013 Meeting,content/buffettfaq_cnbc/2013/Morning_Session_-_2013_Meeting.md,en,full-candidate,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-text-no-url,content/buffettfaq_cnbc/2013/Morning_Session_-_2013_Meeting.md,文件自身为英文逐字文本候选；来源权威性仍按 URL 和元数据复核。,,berkshire-meeting-2013-morning,1,source-url-missing|joint-document-volume-placement-pending,131080,e77b2c939eeb5ba37efb98c6bdf93fd5575f56798e6a3c6fb38451f396174ccb
buffett,buffett-volume,2014,berkshire-annual-meeting-session,Afternoon Session - 2014 Meeting,content/buffettfaq_cnbc/2014/Afternoon_Session_-_2014_Meeting.md,en,full-candidate,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-text-with-url,content/buffettfaq_cnbc/2014/Afternoon_Session_-_2014_Meeting.md,文件自身为英文逐字文本候选；来源权威性仍按 URL 和元数据复核。,https://buffett.cnbc.com/,berkshire-meeting-2014-afternoon,1,,140962,f42c0df9da93a295610b007c5e21d0456bfa88102c9b7299f87fc318e2f8191d
buffett,buffett-volume,2014,berkshire-annual-meeting-session,Morning Session - 2014 Meeting,content/buffettfaq_cnbc/2014/Morning_Session_-_2014_Meeting.md,en,selection-or-excerpt,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-fragment,content/buffettfaq_cnbc/2014/Morning_Session_-_2014_Meeting.md,本地英文文件不完整。,https://buffett.cnbc.com/,berkshire-meeting-2014-morning,1,selection-not-full-document|local-source-fragment-not-full-base,130303,541e55b84c87fca9556c88b695ecfa63ebb91f35407579b6b5c1e4f3781b5b13
buffett,buffett-volume,2015,berkshire-annual-meeting-session,Afternoon Session - 2015 Meeting,content/buffettfaq_cnbc/2015/Afternoon_Session_-_2015_Meeting.md,en,full-candidate,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-text-with-url,content/buffettfaq_cnbc/2015/Afternoon_Session_-_2015_Meeting.md,文件自身为英文逐字文本候选；来源权威性仍按 URL 和元数据复核。,https://buffett.cnbc.com/,berkshire-meeting-2015-afternoon,1,,131033,87b14b35a1489651c23deadcbf11a65ae683fd7a31baa62c0ccf830bd164c8e4
buffett,buffett-volume,2015,berkshire-annual-meeting-session,Morning Session - 2015 Meeting,content/buffettfaq_cnbc/2015/Morning_Session_-_2015_Meeting.md,en,full-candidate,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-text-with-url,content/buffettfaq_cnbc/2015/Morning_Session_-_2015_Meeting.md,文件自身为英文逐字文本候选；来源权威性仍按 URL 和元数据复核。,https://buffett.cnbc.com/,berkshire-meeting-2015-morning,1,,129995,e651f82b3e72751a51e5feb78cfec8c1b12b80e4485d979f9bab78f6295825b9
buffett,buffett-volume,2016,berkshire-annual-meeting-session,Afternoon Session - 2016 Meeting,content/buffettfaq_cnbc/2016/Afternoon_Session_-_2016_Meeting.md,en,full-candidate,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-text-with-url,content/buffettfaq_cnbc/2016/Afternoon_Session_-_2016_Meeting.md,文件自身为英文逐字文本候选；来源权威性仍按 URL 和元数据复核。,https://buffett.cnbc.com/,berkshire-meeting-2016-afternoon,1,,147891,c007e75c7c75dcb3355dbe24f7e8928b2629781815209829cb768b3cb14fb7a7
buffett,buffett-volume,2016,berkshire-annual-meeting-session,Morning Session - 2016 Meeting,content/buffettfaq_cnbc/2016/Morning_Session_-_2016_Meeting.md,en,selection-or-excerpt,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-fragment,content/buffettfaq_cnbc/2016/Morning_Session_-_2016_Meeting.md,本地英文文件不完整。,https://buffett.cnbc.com/,berkshire-meeting-2016-morning,1,selection-not-full-document|local-source-fragment-not-full-base,115670,a5eccd194cb3806af409ac1fe48f1b2acd191c147eee867facae1fa838e8ab59
buffett,buffett-volume,2017,berkshire-annual-meeting-session,Afternoon Session - 2017 Meeting,content/buffettfaq_cnbc/2017/Afternoon_Session_-_2017_Meeting.md,en,full-candidate,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-text-with-url,content/buffettfaq_cnbc/2017/Afternoon_Session_-_2017_Meeting.md,文件自身为英文逐字文本候选；来源权威性仍按 URL 和元数据复核。,https://buffett.cnbc.com/,berkshire-meeting-2017-afternoon,1,,145358,fcc7640da6df5d2dadd4ef42db06ada3c17ea568262d7df2c5af3e0987b8f467
buffett,buffett-volume,2017,berkshire-annual-meeting-session,Morning Session - 2017 Meeting,content/buffettfaq_cnbc/2017/Morning_Session_-_2017_Meeting.md,en,full-candidate,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-text-with-url,content/buffettfaq_cnbc/2017/Morning_Session_-_2017_Meeting.md,文件自身为英文逐字文本候选；来源权威性仍按 URL 和元数据复核。,https://buffett.cnbc.com/,berkshire-meeting-2017-morning,1,,153163,71dd783f94faa07ace2b232eafc4ddf5223ab40f88c9d22c599f40d496dcd5ab
buffett,buffett-volume,2018,berkshire-annual-meeting-session,Afternoon Session - 2018 Meeting,content/buffettfaq_cnbc/2018/Afternoon_Session_-_2018_Meeting.md,en,full-candidate,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-text-with-url,content/buffettfaq_cnbc/2018/Afternoon_Session_-_2018_Meeting.md,文件自身为英文逐字文本候选；来源权威性仍按 URL 和元数据复核。,https://buffett.cnbc.com/,berkshire-meeting-2018-afternoon,1,,134558,9372a596afd3aebf30c74586c597f7b68b28403824650810326648bf5d640e2d
buffett,buffett-volume,2018,berkshire-annual-meeting-session,Morning Session - 2018 Meeting,content/buffettfaq_cnbc/2018/Morning_Session_-_2018_Meeting.md,en,full-candidate,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-text-with-url,content/buffettfaq_cnbc/2018/Morning_Session_-_2018_Meeting.md,文件自身为英文逐字文本候选；来源权威性仍按 URL 和元数据复核。,https://buffett.cnbc.com/,berkshire-meeting-2018-morning,1,,124405,00a222513a1207543ca464d1b718b0af8c220fa26e9c4ce004a6aaf5b250933c
buffett,buffett-volume,2019,berkshire-annual-meeting-session,Afternoon Session - 2019 Meeting,content/buffettfaq_cnbc/2019/Afternoon_Session_-_2019_Meeting.md,en,full-candidate,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-text-with-url,content/buffettfaq_cnbc/2019/Afternoon_Session_-_2019_Meeting.md,文件自身为英文逐字文本候选；来源权威性仍按 URL 和元数据复核。,https://buffett.cnbc.com/,berkshire-meeting-2019-afternoon,1,,129053,c882e172ae024cff00fe51a5f010fff39008a11dcc534e0b58ab113eb4185c4b
buffett,buffett-volume,2019,berkshire-annual-meeting-session,Morning Session - 2019 Meeting,content/buffettfaq_cnbc/2019/Morning_Session_-_2019_Meeting.md,en,full-candidate,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-text-with-url,content/buffettfaq_cnbc/2019/Morning_Session_-_2019_Meeting.md,文件自身为英文逐字文本候选；来源权威性仍按 URL 和元数据复核。,https://buffett.cnbc.com/,berkshire-meeting-2019-morning,1,,123706,69ed86b34eda2ef66f4b9d19e245aa927b06b9d50c9175cb0307b342d59942cf
buffett,buffett-volume,2020,video-clip-or-transcript,2020 Berkshire Hathaway Annual Meeting - Part 2 - Q&A,content/buffettfaq_cnbc/2020/2020_Berkshire_Hathaway_Annual_Meeting_-_Part_2_-_QA.md,en,unknown,primary-transcript-fragment-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-text-no-url,content/buffettfaq_cnbc/2020/2020_Berkshire_Hathaway_Annual_Meeting_-_Part_2_-_QA.md,文件自身为英文逐字文本候选；来源权威性仍按 URL 和元数据复核。,,,0,completeness-unproven|source-url-missing,122769,1d0fcee30965776301130ae0dbc464ba7bdb19046683c5b881303a86c19f9ab0
buffett,buffett-volume,2022,berkshire-annual-meeting-session,Afternoon Session - 2022 Meeting,content/buffettfaq_cnbc/2022/Afternoon_Session_-_2022_Meeting.md,en,full-candidate,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-text-with-url,content/buffettfaq_cnbc/2022/Afternoon_Session_-_2022_Meeting.md,文件自身为英文逐字文本候选；来源权威性仍按 URL 和元数据复核。,https://buffett.cnbc.com/,berkshire-meeting-2022-afternoon,1,,181883,ee4ac2504d68cea4832f0885846878d048e4ca960a1be7369d64367b9b93be48
buffett,buffett-volume,2022,berkshire-annual-meeting-session,Morning Session - 2022 Meeting,content/buffettfaq_cnbc/2022/Morning_Session_-_2022_Meeting.md,en,full-candidate,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-text-with-url,content/buffettfaq_cnbc/2022/Morning_Session_-_2022_Meeting.md,文件自身为英文逐字文本候选；来源权威性仍按 URL 和元数据复核。,https://buffett.cnbc.com/,berkshire-meeting-2022-morning,1,,139762,af62208edd161b1b9765e82c9d35866f83d8245419bbe623eb857cdd4706ce0e
buffett,buffett-volume,2023,berkshire-annual-meeting-session,Afternoon Session - 2023 Meeting,content/buffettfaq_cnbc/2023/Afternoon_Session_-_2023_Meeting.md,en,full-candidate,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-text-with-url,content/buffettfaq_cnbc/2023/Afternoon_Session_-_2023_Meeting.md,文件自身为英文逐字文本候选；来源权威性仍按 URL 和元数据复核。,https://buffett.cnbc.com/,berkshire-meeting-2023-afternoon,1,,136809,180dc1e5f61c60cf36fdf0db024b39fa663da8b9a4a99d6ae83858734d598875
buffett,buffett-volume,2023,berkshire-annual-meeting-session,Morning Session - 2023 Meeting,content/buffettfaq_cnbc/2023/Morning_Session_-_2023_Meeting.md,en,full-candidate,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-text-with-url,content/buffettfaq_cnbc/2023/Morning_Session_-_2023_Meeting.md,文件自身为英文逐字文本候选；来源权威性仍按 URL 和元数据复核。,https://buffett.cnbc.com/,berkshire-meeting-2023-morning,1,,140257,26778245ba4e8b5a4bcdc1457f17453d5cb8baab650b97e9557abf8739037f56
buffett,buffett-volume,2024,berkshire-annual-meeting-session,Afternoon Session - 2024 Meeting,content/buffettfaq_cnbc/2024/Afternoon_Session_-_2024_Meeting.md,en,full-candidate,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-text-with-url,content/buffettfaq_cnbc/2024/Afternoon_Session_-_2024_Meeting.md,文件自身为英文逐字文本候选；来源权威性仍按 URL 和元数据复核。,https://buffett.cnbc.com/,berkshire-meeting-2024-afternoon,1,,106933,c286a70e7b6fed5de20aa72fb1ac974e1efa76c263d7539959c8e1b67a2cc39f
buffett,buffett-volume,2024,berkshire-annual-meeting-session,Morning Session - 2024 Meeting,content/buffettfaq_cnbc/2024/Morning_Session_-_2024_Meeting.md,en,full-candidate,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-text-with-url,content/buffettfaq_cnbc/2024/Morning_Session_-_2024_Meeting.md,文件自身为英文逐字文本候选；来源权威性仍按 URL 和元数据复核。,https://buffett.cnbc.com/,berkshire-meeting-2024-morning,1,,148437,f8c265074f8630b40b8d3e8ef5ca26d2ab9714fc95e7fed723fad5bf23bab259
buffett,buffett-volume,2025,berkshire-annual-meeting-session,Afternoon Session - 2025 Meeting,content/buffettfaq_cnbc/2025/Afternoon_Session_-_2025_Meeting.md,en,unknown,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-text-with-url,content/buffettfaq_cnbc/2025/Afternoon_Session_-_2025_Meeting.md,文件自身为英文逐字文本候选；来源权威性仍按 URL 和元数据复核。,https://buffett.cnbc.com/,berkshire-meeting-2025-afternoon,1,completeness-unproven,2098,45f7c2739809682326d29d33b883ecc19fa6580d1000976e4b960342a6cf3bda
buffett,buffett-volume,2025,berkshire-annual-meeting-session,Morning Session - 2025 Meeting,content/buffettfaq_cnbc/2025/Morning_Session_-_2025_Meeting.md,en,selection-or-excerpt,primary-transcript-original-language-candidate,candidate-source-version,source-reference-not-reading-copy,local-original-language-fragment,content/buffettfaq_cnbc/2025/Morning_Session_-_2025_Meeting.md,本地英文文件不完整。,https://buffett.cnbc.com/,berkshire-meeting-2025-morning,1,selection-not-full-document|local-source-fragment-not-full-base,2407,b82583b3fbdb03a662764a48a240bd585e65a1a1c5446186339ef13768122efc
buffett,buffett-volume,2010,subject-reference,巴菲特给MBA的讲话,content/duanyongping/blog/2010/2010-04-13_1063_巴菲特给MBA的讲话.md,zh,unknown,embedded-primary-text-candidate,review-embedded-primary-text,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,http://nteswjq.blog.163.com/blog/static/126998120103131450837/,,0,completeness-unproven|local-original-language-base-missing|manual-authorship-or-source-review-required,38542,fd47135fa59f593a35a35e1f9c4d8d25991bcbf03162a7d70c108693119d5b63
none,authorship-review,2010,other,英国公开赛开打了！,content/duanyongping/blog/2010/2010-07-15_1023_英国公开赛开打了.md,zh,unknown,embedded-primary-text-candidate,review-embedded-primary-text,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,http://nteswjq.blog.163.com/blog/static/126998120106150644275/,,0,completeness-unproven|local-original-language-base-missing|manual-authorship-or-source-review-required,62759,e4d15a39e7aa6d3552c5d138a4db78a945712489a5f0be4bea9e6d04d7de6a3a
buffett,buffett-volume,2011,subject-reference,引用 巴菲特给MBA的讲话：佛罗里达大学一次演讲,content/duanyongping/blog/2011/2011-10-29_854_引用-巴菲特给MBA的讲话-佛罗里达大学一次演讲.md,zh,unknown,embedded-primary-text-candidate,review-embedded-primary-text,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,http://nteswjq.blog.163.com/blog/static/126998120119291925633/,,0,completeness-unproven|local-original-language-base-missing|manual-authorship-or-source-review-required,27769,eae66802506d4b77c526bcbb8a2429a3b0e24970becfe905ccfab19b6a0677de
none,authorship-review,2012,other,Omaha Again,content/duanyongping/blog/2012/2012-05-05_800_Omaha-Again.md,zh,selection-or-excerpt,embedded-primary-text-candidate,review-embedded-primary-text,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,http://nteswjq.blog.163.com/blog/static/1269981201245243667/,,0,selection-not-full-document|local-original-language-base-missing|manual-authorship-or-source-review-required,1956,919569717ee149741a887326064122f68b38b2f8261e104521061041b641ecd0
buffett,buffett-volume,2012,subject-reference,【转载】巴菲特给MBA的讲话：佛罗里达大学一次演讲,content/duanyongping/blog/2012/2012-12-10_707_转载-巴菲特给MBA的讲话-佛罗里达大学一次演讲.md,zh,unknown,embedded-primary-text-candidate,review-embedded-primary-text,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,http://nteswjq.blog.163.com/blog/static/12699812012111011137214/,,0,completeness-unproven|local-original-language-base-missing|manual-authorship-or-source-review-required,27610,1b9cfa89eb609e74ff5abcaec9e14b3cd927860b224f0b60bfc43a9c0b388c98
buffett,buffett-volume,2013,other,2013年12月14日,content/duanyongping/blog/2013/2013-12-14_633_2013年12月14日.md,mixed,unknown,embedded-primary-text-candidate,review-embedded-primary-text,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,http://nteswjq.blog.163.com/blog/static/12699812013111432730912/,,0,completeness-unproven|local-original-language-base-missing|manual-authorship-or-source-review-required,25169,c849c6351fb40d0d661556d3bea0712c83bba0a72dee20e86acc283c88a29e51
buffett,buffett-volume,2013,other,2013年12月15日,content/duanyongping/blog/2013/2013-12-15_632_2013年12月15日.md,zh,unknown,embedded-primary-text-candidate,review-embedded-primary-text,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,http://nteswjq.blog.163.com/blog/static/12699812013111521439473/,,0,completeness-unproven|local-original-language-base-missing|manual-authorship-or-source-review-required,29602,57e91c6c94aeb9f2a80251541a2c0cd7b380354d4378d9c1ef181d8596ef3205
both,joint-document-placement-pending,2017,subject-reference,【转载】巴菲特股东大会57问实录：为何会买科技股，中国股市该咋玩,content/duanyongping/blog/2017/2017-05-10_529_转载-巴菲特股东大会57问实录-为何会买科技股-中国股市该咋玩.md,zh,full-candidate,embedded-primary-text-candidate,review-embedded-primary-text,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,http://nteswjq.blog.163.com/blog/static/1269981201741083439709/,,0,local-original-language-base-missing|manual-authorship-or-source-review-required|joint-document-volume-placement-pending,51985,5283cc2467837174332e46b906b06e2ebb3c72ea24459b1e6647dadf034e8c72
buffett,buffett-volume,2008,interview,巴菲特：21 世纪经济领导者采访 2008,content/interviews/巴菲特：21_世纪经济领导者采访_2008.md,zh,unknown,primary-interview-translation-candidate,candidate-primary-review,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,buffett-interview-2008-2169a0f5,1,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,12833,f367678b70b2afa5f073b9890bd19e966f2181af529472b00f3e1e88a766103a
buffett,buffett-volume,2011,interview,巴菲特：查理·罗斯专访 2011,content/interviews/巴菲特：查理·罗斯专访_2011.md,zh,selection-or-excerpt,primary-interview-translation-candidate,candidate-include-selection,selection-only-not-full-document,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,buffett-interview-2011-61c2faa5,1,selection-not-full-document|source-url-missing|local-original-language-base-missing,22464,6264f875cd740743c1325b7d7daf16d68bfb4ca67bc168a6a9b973540a4bd2d6
buffett,buffett-volume,2007,interview,巴菲特：查理罗斯专访 2007,content/interviews/巴菲特：查理罗斯专访_2007.md,zh,selection-or-excerpt,primary-interview-translation-candidate,candidate-include-selection,selection-only-not-full-document,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,buffett-interview-2007-da757745,1,selection-not-full-document|source-url-missing|local-original-language-base-missing,47042,765cfa0433f9a57ef5c6539a6ba7735aca7a4376399f1bc5ed447da54f495c44
buffett,buffett-volume,2015,interview,巴菲特：慈善承诺倡议 2015,content/interviews/巴菲特：慈善承诺倡议_2015.md,zh,unknown,primary-interview-translation-candidate,candidate-primary-review,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,buffett-interview-2015-2ddf8e13,1,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,30727,fdc44dc8cdbc3307b3199dcf590b0271836056effe801c4f274ec278fa0d6e14
buffett,buffett-volume,2008,interview,巴菲特：对话 IVEY 商学院学生 2008,content/interviews/巴菲特：对话_IVEY_商学院学生_2008.md,zh,unknown,primary-interview-translation-candidate,candidate-primary-review,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,buffett-interview-2008-79edf5fa,1,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,4214,3a1048d64d7485b9417eef5615594360b5b1851109edacf4d05bf0e330dbe9a5
buffett,buffett-volume,2010,interview,巴菲特：对话 IVEY 商学院学生 2010,content/interviews/巴菲特：对话_IVEY_商学院学生_2010.md,zh,unknown,primary-interview-translation-candidate,candidate-primary-review,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,buffett-interview-2010-743de40e,1,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,5487,2d33dd0b0627d1a8e6c89a21b4f82015f71c9e6c32225717a76243815b605c41
buffett,buffett-volume,2012,interview,巴菲特：对话 IVEY 商学院学生 2012,content/interviews/巴菲特：对话_IVEY_商学院学生_2012.md,zh,unknown,primary-interview-translation-candidate,candidate-primary-review,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,buffett-interview-2012-2aa58cd5,1,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,8682,bce964c2391571572b4e54ff5da379ce15c11c15d753d1e1e23ae1bb4f6eefaa
buffett,buffett-volume,2014,interview,巴菲特：对话 IVEY 商学院学生 2014,content/interviews/巴菲特：对话_IVEY_商学院学生_2014.md,zh,unknown,primary-interview-translation-candidate,candidate-primary-review,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,buffett-interview-2014-861f4d01,1,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,9678,b947d0c43546803388a92a61be7cf843c2ff9bb3b9cc486d85ba0322f6d1fdd8
buffett,buffett-volume,2015,interview,巴菲特：对话 IVEY 商学院学生 2015,content/interviews/巴菲特：对话_IVEY_商学院学生_2015.md,zh,unknown,primary-interview-translation-candidate,candidate-primary-review,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,buffett-interview-2015-37582f41,1,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,7632,28158b458d1a0a4c13bfcebcaf68b9e3ffb43782e4b4ec9e5aee2c754eec756f
buffett,buffett-volume,2004,interview,巴菲特：对话奥奎尔俱乐部 2004,content/interviews/巴菲特：对话奥奎尔俱乐部_2004.md,zh,unknown,primary-interview-translation-candidate,candidate-primary-review,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,buffett-interview-2004-4b646b22,1,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,19673,93f43cbfd308cae7604b3785a0786a32bf2e8f7c7c239ecd823189aaba50e334
buffett,buffett-volume,2011,interview,巴菲特：对话八所商学院学生 2011,content/interviews/巴菲特：对话八所商学院学生_2011.md,zh,unknown,primary-interview-translation-candidate,candidate-primary-review,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,buffett-interview-2011-0f362643,1,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,24474,89c79c09fc716ea4d205459d81e4f2caede2d6e9316d2ad4dda1d380cd0a12a7
buffett,buffett-volume,2013,interview,巴菲特：对话八所商学院学生 2013,content/interviews/巴菲特：对话八所商学院学生_2013.md,zh,unknown,primary-interview-translation-candidate,candidate-primary-review,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,buffett-interview-2013-ab0c9b84,1,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,8211,71cbc9234d0e0b569658ea714c113bebc926d57eb08c70ea43b6183869bc8e8a
buffett,buffett-volume,2016,interview,巴菲特：对话八所商学院学生 2016,content/interviews/巴菲特：对话八所商学院学生_2016.md,zh,unknown,primary-interview-translation-candidate,candidate-primary-review,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,buffett-interview-2016-91587f30,1,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,4862,10649f209edefd9e11dc76ff3a15766a8d181ea366903e2c1c54195fe083669f
buffett,buffett-volume,2005,interview,巴菲特：对话范德比尔特大学学生 2005,content/interviews/巴菲特：对话范德比尔特大学学生_2005.md,zh,unknown,primary-interview-translation-candidate,candidate-primary-review,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,buffett-interview-2005-6ba404b6,1,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,6520,24e13a4db1bd25e8b25f3f7bf65098ebd192b87eddaad4ef007834e8e053746b
buffett,buffett-volume,2009,interview,巴菲特：对话哥大商学院学生,content/interviews/巴菲特：对话哥大商学院学生_2009.md,zh,unknown,primary-interview-translation-candidate,candidate-primary-review,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,buffett-interview-2009-471d4cb8,1,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,18778,01fa28c1a5de296d5066532e3858898db909d74730290abb55c4b2f22815643e
buffett,buffett-volume,2005,interview,巴菲特：对话堪萨斯大学学生 2005,content/interviews/巴菲特：对话堪萨斯大学学生_2005.md,zh,unknown,primary-interview-translation-candidate,candidate-primary-review,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,buffett-interview-2005-96d06047,1,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,5709,2dad598d7184dc7808b54f2ddfa1cd1543bd27076767345ee1f2f089ebc78e71
buffett,buffett-volume,2009,interview,巴菲特：对话六所商学院学生 2009,content/interviews/巴菲特：对话六所商学院学生_2009.md,zh,unknown,primary-interview-translation-candidate,candidate-primary-review,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,buffett-interview-2009-308a4762,1,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,7986,41f25c59a50e2c49303f438e5b8a6d2a5ecd349f07960eb6b1c41846e4077391
buffett,buffett-volume,2005,interview,巴菲特：对话内布拉斯加大学学生 2005,content/interviews/巴菲特：对话内布拉斯加大学学生_2005.md,zh,unknown,primary-interview-translation-candidate,candidate-primary-review,hold-until-manual-verification,no-local-original-language-base,,本地未找到可直接对应的原文或官方底本。,,buffett-interview-2005-7c764518,1,completeness-unproven|source-url-missing|local-original-language-base-missing|manual-authorship-or-source-review-required,10990,6f569e5cec62a7e954bec1d89ce2b0bbf21819db2bb3106be34cd9bd8c0b828d
