relative,title,topDirectory,area,person,mentionedBuffett,mentionedMunger,kind,year,language,completeness,warnings,evidenceStatus,decision,reason,workKey,chars,bytes,lines,modified,speakerBuffett,speakerMunger,sourceUrl,exactHash,canonicalHash
content/duanyongping/blog/2011/2011-10-29_854_引用-巴菲特给MBA的讲话-佛罗里达大学一次演讲.md,引用 巴菲特给MBA的讲话：佛罗里达大学一次演讲,content/duanyongping,source-corpus,buffett,true,true,subject-reference,2011,zh,unknown,,embedded-primary-text-candidate,review-embedded-primary-text,非核心目录中检测到连续本人说话标记，需判断是否完整转载了原始文献。,,27769,77223,413,2026-08-07T15:19:54.697Z,20,0,http://nteswjq.blog.163.com/blog/static/126998120119291925633/,eae66802506d4b77c526bcbb8a2429a3b0e24970becfe905ccfab19b6a0677de,547cc17f2982381819757866b36fc9e61408455e42210c50e40155b1ad5bcb30
content/duanyongping/blog/2012/2012-05-05_800_Omaha-Again.md,Omaha Again,content/duanyongping,source-corpus,none,true,true,other,2012,zh,selection-or-excerpt,,embedded-primary-text-candidate,review-embedded-primary-text,非核心目录中检测到连续本人说话标记，需判断是否完整转载了原始文献。,,1956,4076,76,2026-08-07T15:19:54.704Z,2,2,http://nteswjq.blog.163.com/blog/static/1269981201245243667/,919569717ee149741a887326064122f68b38b2f8261e104521061041b641ecd0,f5045e7fac0f6b755d0b4d79b163112f206036ef72bb4669bf0e82413436522e
content/duanyongping/blog/2012/2012-12-10_707_转载-巴菲特给MBA的讲话-佛罗里达大学一次演讲.md,【转载】巴菲特给MBA的讲话：佛罗里达大学一次演讲,content/duanyongping,source-corpus,buffett,true,true,subject-reference,2012,zh,unknown,,embedded-primary-text-candidate,review-embedded-primary-text,非核心目录中检测到连续本人说话标记，需判断是否完整转载了原始文献。,,27610,76600,412,2026-08-07T15:19:54.720Z,20,0,http://nteswjq.blog.163.com/blog/static/12699812012111011137214/,1b9cfa89eb609e74ff5abcaec9e14b3cd927860b224f0b60bfc43a9c0b388c98,76fba8c7a16716ae9d6f2f6a7e5f962be62793dbffe364b0928971f392d4250b
content/duanyongping/blog/2013/2013-12-14_633_2013年12月14日.md,2013年12月14日,content/duanyongping,source-corpus,buffett,true,false,other,2013,mixed,unknown,,embedded-primary-text-candidate,review-embedded-primary-text,非核心目录中检测到连续本人说话标记，需判断是否完整转载了原始文献。,,25169,27339,137,2026-08-07T15:19:54.745Z,18,0,http://nteswjq.blog.163.com/blog/static/12699812013111432730912/,c849c6351fb40d0d661556d3bea0712c83bba0a72dee20e86acc283c88a29e51,8c7e9c91e225dac0ebdf97c1b1c6909f8efdcf7e8075258b42edfe19c047d248
content/duanyongping/blog/2013/2013-12-15_632_2013年12月15日.md,2013年12月15日,content/duanyongping,source-corpus,buffett,true,true,other,2013,zh,unknown,,embedded-primary-text-candidate,review-embedded-primary-text,非核心目录中检测到连续本人说话标记，需判断是否完整转载了原始文献。,,29602,69237,830,2026-08-07T15:19:54.746Z,14,0,http://nteswjq.blog.163.com/blog/static/12699812013111521439473/,57e91c6c94aeb9f2a80251541a2c0cd7b380354d4378d9c1ef181d8596ef3205,1594c24abf15222abb6c074fc0f101a011bdf9897a59ee17ffe6985d8d87eecc
content/duanyongping/blog/2017/2017-05-10_529_转载-巴菲特股东大会57问实录-为何会买科技股-中国股市该咋玩.md,【转载】巴菲特股东大会57问实录：为何会买科技股，中国股市该咋玩,content/duanyongping,source-corpus,both,true,true,subject-reference,2017,zh,full-candidate,,embedded-primary-text-candidate,review-embedded-primary-text,非核心目录中检测到连续本人说话标记，需判断是否完整转载了原始文献。,,51985,130544,1516,2026-08-07T15:19:54.776Z,55,12,http://nteswjq.blog.163.com/blog/static/1269981201741083439709/,5283cc2467837174332e46b906b06e2ebb3c72ea24459b1e6647dadf034e8c72,6fc57a0df860c7a4e74628688942984ac76d97cdc3d3612009e73d663839df65
content/interviews/巴菲特：21_世纪经济领导者采访_2008.md,巴菲特：21 世纪经济领导者采访 2008,content/interviews,source-corpus,buffett,true,false,interview,2008,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2008-2169a0f5,12833,37024,218,2026-07-23T00:47:20.362Z,22,0,,f367678b70b2afa5f073b9890bd19e966f2181af529472b00f3e1e88a766103a,08f5f1f9383dd152b212e39a0d321f1e84c03fe7274a9be8b3e50fcac1890d89
content/interviews/巴菲特：慈善承诺倡议_2015.md,巴菲特：慈善承诺倡议 2015,content/interviews,source-corpus,buffett,true,false,interview,2015,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2015-2ddf8e13,30727,88766,638,2026-07-23T00:47:20.364Z,81,0,,fdc44dc8cdbc3307b3199dcf590b0271836056effe801c4f274ec278fa0d6e14,9b3dde3391d7c13aeba7a2e7981ff1bf4be1c6ceddb9779ca7c7565e6f620e4e
content/interviews/巴菲特：对话_IVEY_商学院学生_2008.md,巴菲特：对话 IVEY 商学院学生 2008,content/interviews,source-corpus,buffett,true,false,interview,2008,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2008-79edf5fa,4214,11659,66,2026-07-23T00:47:20.379Z,5,0,,3a1048d64d7485b9417eef5615594360b5b1851109edacf4d05bf0e330dbe9a5,2d85c1442c2337b2e08b2fa4ba1a650f80db77aaa052c3becd18aa73ff05522d
content/interviews/巴菲特：对话_IVEY_商学院学生_2010.md,巴菲特：对话 IVEY 商学院学生 2010,content/interviews,source-corpus,buffett,true,false,interview,2010,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2010-743de40e,5487,15037,144,2026-07-23T00:47:20.278Z,0,0,,2d33dd0b0627d1a8e6c89a21b4f82015f71c9e6c32225717a76243815b605c41,09df89f818c9ec1e245721c223748e1f54c401d526dbb9241a1a9b7e3fe772fe
content/interviews/巴菲特：对话_IVEY_商学院学生_2012.md,巴菲特：对话 IVEY 商学院学生 2012,content/interviews,source-corpus,buffett,true,false,interview,2012,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2012-2aa58cd5,8682,24378,186,2026-07-23T00:47:20.496Z,0,0,,bce964c2391571572b4e54ff5da379ce15c11c15d753d1e1e23ae1bb4f6eefaa,d8b7e6e831e0b285da2a9ac1355e7bfa2ec8ad714b50ddc3e007d0593713f769
content/interviews/巴菲特：对话_IVEY_商学院学生_2014.md,巴菲特：对话 IVEY 商学院学生 2014,content/interviews,source-corpus,buffett,true,true,interview,2014,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2014-861f4d01,9678,26601,164,2026-07-23T00:47:20.293Z,17,0,,b947d0c43546803388a92a61be7cf843c2ff9bb3b9cc486d85ba0322f6d1fdd8,4faa3d09affe26985bdbfe577e1f313c347f046d11c6e646006e78a00cdf7adb
content/interviews/巴菲特：对话_IVEY_商学院学生_2015.md,巴菲特：对话 IVEY 商学院学生 2015,content/interviews,source-corpus,buffett,true,true,interview,2015,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2015-37582f41,7632,20453,140,2026-07-23T00:47:20.303Z,17,0,,28158b458d1a0a4c13bfcebcaf68b9e3ffb43782e4b4ec9e5aee2c754eec756f,63b0ad08cfa6c8c2b58a007c9f71f7c0a6eaa7e7195d2c74377658be834e797a
content/interviews/巴菲特：对话奥奎尔俱乐部_2004.md,巴菲特：对话奥奎尔俱乐部 2004,content/interviews,source-corpus,buffett,true,false,interview,2004,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2004-4b646b22,19673,54868,194,2026-07-23T00:47:20.382Z,11,0,,93f43cbfd308cae7604b3785a0786a32bf2e8f7c7c239ecd823189aaba50e334,18bc20d6bbb8de0346e56ceab995bc1f7dc151abe5c3ea108736115bdefa7b99
content/interviews/巴菲特：对话八所商学院学生_2011.md,巴菲特：对话八所商学院学生 2011,content/interviews,source-corpus,buffett,true,true,interview,2011,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2011-0f362643,24474,68519,294,2026-07-23T00:47:20.309Z,22,0,,89c79c09fc716ea4d205459d81e4f2caede2d6e9316d2ad4dda1d380cd0a12a7,e58da0607aa12388f0adc3ee7b01f18997a8cba9e52cb227fc55f39929a554d4
content/interviews/巴菲特：对话八所商学院学生_2013.md,巴菲特：对话八所商学院学生 2013,content/interviews,source-corpus,buffett,true,false,interview,2013,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2013-ab0c9b84,8211,22389,146,2026-07-23T00:47:20.513Z,15,0,,71cbc9234d0e0b569658ea714c113bebc926d57eb08c70ea43b6183869bc8e8a,f4983281cf3aabb81ad018a3b03e1c1df9d289e734d4ed73a25108cb786b1cb8
content/interviews/巴菲特：对话八所商学院学生_2016.md,巴菲特：对话八所商学院学生 2016,content/interviews,source-corpus,buffett,true,true,interview,2016,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2016-91587f30,4862,12259,112,2026-07-23T00:47:20.474Z,18,0,,10649f209edefd9e11dc76ff3a15766a8d181ea366903e2c1c54195fe083669f,d6d536a82af6aa034035c09b79567fcbab9c9102f093bbe78d4bf63777a51ff5
content/interviews/巴菲特：对话范德比尔特大学学生_2005.md,巴菲特：对话范德比尔特大学学生 2005,content/interviews,source-corpus,buffett,true,false,interview,2005,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2005-6ba404b6,6520,18361,166,2026-07-23T00:47:20.388Z,0,0,,24e13a4db1bd25e8b25f3f7bf65098ebd192b87eddaad4ef007834e8e053746b,f1e6d1f616cbbfbf05b083b3e6da02847c2aefcac680ad1f3b5525ffac6583b9
content/interviews/巴菲特：对话哥大商学院学生_2009.md,巴菲特：对话哥大商学院学生,content/interviews,source-corpus,buffett,true,false,interview,2009,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2009-471d4cb8,18778,53911,296,2026-07-23T00:47:20.421Z,30,0,,01fa28c1a5de296d5066532e3858898db909d74730290abb55c4b2f22815643e,bfd2d2a4df85244de29ee8704b8ee4c7ccc2fa90b9910a45f6fb2bc6d16410db
content/interviews/巴菲特：对话堪萨斯大学学生_2005.md,巴菲特：对话堪萨斯大学学生 2005,content/interviews,source-corpus,buffett,true,true,interview,2005,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2005-96d06047,5709,15508,92,2026-07-23T00:47:20.322Z,14,0,,2dad598d7184dc7808b54f2ddfa1cd1543bd27076767345ee1f2f089ebc78e71,34cd7000fa67101c7bac2da38822c11781eec517c41b8d3e57cef6dbbe55416a
content/interviews/巴菲特：对话六所商学院学生_2009.md,巴菲特：对话六所商学院学生 2009,content/interviews,source-corpus,buffett,true,false,interview,2009,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2009-308a4762,7986,22118,146,2026-07-23T00:47:20.344Z,19,0,,41f25c59a50e2c49303f438e5b8a6d2a5ecd349f07960eb6b1c41846e4077391,4ea2a3a9ecbbfff20a38c501454e6548d1778a307eb02cbf7aed98aa971ab700
content/interviews/巴菲特：对话内布拉斯加大学学生_2005.md,巴菲特：对话内布拉斯加大学学生 2005,content/interviews,source-corpus,buffett,true,true,interview,2005,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2005-7c764518,10990,31676,192,2026-07-23T00:47:20.495Z,33,0,,6f569e5cec62a7e954bec1d89ce2b0bbf21819db2bb3106be34cd9bd8c0b828d,10410aa2c3ebfaa29226286c32e60248a4befea120907274cfa37ffda38c401c
content/interviews/巴菲特：对话内大商学院_2001.md,巴菲特：对话内大商学院 2001,content/interviews,source-corpus,buffett,true,true,interview,2001,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2001-82705af2,4144,11690,94,2026-07-23T00:47:20.417Z,19,0,,6092f08c4fd8d38eabae126bfd11f26cfe31a4fff13683bd1ca3b20e7d5b9bab,c229156f8d733378a9987eac9732de9e4f8160a69f4f65444ab08b264edf3cb1
content/interviews/巴菲特：对话瑞士洛桑国际管理学院_2008.md,巴菲特：对话瑞士洛桑国际管理学院,content/interviews,source-corpus,buffett,true,false,interview,2008,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2008-8a3507bc,13039,36749,228,2026-07-23T00:47:20.320Z,33,0,,0bf646682a287062b5705aaed3e0c823b626f545e9d332337b3f36fc5c16e825,812f18b8f9e133393d7781261d39818ea9065875f9b4842932efebadc45693b6
content/interviews/巴菲特：对话商学院学生_2008.md,巴菲特：对话商学院学生 2008,content/interviews,source-corpus,buffett,true,true,interview,2008,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2008-4bce41ea,7462,20604,100,2026-07-23T00:47:20.280Z,12,0,,62219ba6df9187c6392f24dbed98d10c62679f3e5a9096dc367b97c620a4008f,f4f794da6a767ee7f8ced09b5d8889c61e06de88fbae5048965967ff5f33b158
content/interviews/巴菲特：对话田纳西大学学生_2003.md,巴菲特：对话田纳西大学学生 2003,content/interviews,source-corpus,buffett,true,false,interview,2003,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2003-04e8d155,6996,20076,136,2026-07-23T00:47:20.335Z,11,0,,01cc523ef7e3ece8563a0102561a82854c0cf3b381ba891eb5611a437e95e01f,ed9e960e9aff3fe50796720a3dd6046380570e7a6c18b3f6dc289c8aa44e8d7a
content/interviews/巴菲特：对话沃顿商学院学生_2003.md,巴菲特：对话沃顿商学院学生 2003,content/interviews,source-corpus,buffett,true,true,interview,2003,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2003-6d5748b7,7366,19575,202,2026-07-23T00:47:20.526Z,0,0,,b2d735ca7cf84b9307dae778b3e69ed2250cf5590eaf62dbea66ca019250e3f5,5b53c0f6f668308d2811efb5dd1e0070293fca66a4d6b862cd8e0381dbdb9464
content/interviews/巴菲特：对话沃顿商学院学生_2004.md,巴菲特：对话沃顿商学院学生 2004,content/interviews,source-corpus,buffett,true,true,interview,2004,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2004-ca6d5d62,10453,29071,156,2026-07-23T00:47:20.301Z,16,0,,7dcdd58ec52eded18713871e9a02f29e48664111bfa26923717d7928e04ef117,29923523c7489cf51bffdbecf93de352175ef368e40ce728e6e33526a03c5319
content/interviews/巴菲特：对话佐治亚大学学生_2007.md,巴菲特：对话佐治亚大学学生 2007,content/interviews,source-corpus,buffett,true,true,interview,2007,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2007-d86544f1,17111,46654,192,2026-07-23T00:47:20.315Z,15,0,,2d5cc54110805cc1f05eccafa2fb62cd1766ecb9564295b0e734652aa0f29bb6,2382f26cb4d38ad677db7bef9e3e8f38f541849831c995f7f10428c2a7421a0a
content/interviews/巴菲特：解析经济危机_2008.md,巴菲特：解析经济危机 2008,content/interviews,source-corpus,buffett,true,false,interview,2008,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2008-c02d19ce,16163,45721,384,2026-07-23T00:47:20.459Z,87,0,,e2f4f5f149d5143d9e34fa9091f44036520164235c7cfff8a7be7e02abb5898b,9129c791fc33d693b65a82b1baed0471aa2d346e2090122cb542d8db8a5b1cb8
content/interviews/巴菲特：金融危机调查委员会专访_2010.md,巴菲特：金融危机调查委员会专访,content/interviews,source-corpus,buffett,true,false,interview,2010,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2010-bf0bdbb8,56008,158371,724,2026-07-23T00:47:20.529Z,126,0,,c20dd522e905708576c0e3430e1485189ec942f69d3337973c7d602321dd8250,124441ca37a6c08198ed599ac3803d27b4181610a3a8acae480f9e224378cf4b
content/interviews/巴菲特：恐慌是会传染的，我们必须做点什么_2009.md,巴菲特：恐慌是会传染的，我们必须做点什么,content/interviews,source-corpus,buffett,true,false,interview,2009,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2009-ebbde205,43553,121423,700,2026-07-23T00:47:20.317Z,135,0,,9a5493d4d9f287953e2640dc76bc0b6627a3c5501fdafdefeed09f15e0b7b64a,a67f174a98cd6335568f851a8734b8ecd7f2bc30afb854a84217c8ac31fceaa8
content/interviews/巴菲特：如何教孩子理财_2013.md,巴菲特：如何教孩子理财 2013,content/interviews,source-corpus,buffett,true,false,interview,2013,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2013-f4e25105,1004,2698,36,2026-07-23T00:47:20.354Z,5,0,,22e281010c747b3112dec8ba6a495e92b814ea8a972f9ee09115adbe2471a213,6ed74941a98a13c27597de9e00b6840e61fecbfab3e445ec9c49b7d4829921c4
content/interviews/巴菲特：谈可口可乐薪酬方案_2014.md,巴菲特：谈可口可乐薪酬方案,content/interviews,source-corpus,buffett,true,false,interview,2014,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2014-fc4d5a31,3792,10588,88,2026-07-23T00:47:20.326Z,18,0,,c07c556253b4c4ced1524a9ea63d2e49d5f2c592766c91d905ec75869577cdce,580e5975c84c6cecaff9ab00e7d6f8ce758919b72cca5b7ced99bfebb2d7eaf4
content/interviews/巴菲特：跳着踢踏舞去上班_2012.md,巴菲特：跳着踢踏舞去上班 2012,content/interviews,source-corpus,buffett,true,true,interview,2012,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2012-37d2ca40,24297,66964,666,2026-07-23T00:47:20.306Z,113,0,,edcb7e427eb040218fd8a24e58e7e1459bb7ea5c8bd4993319be37b79eb843b9,ca64e0076a80effd48c0f7c96b9be20b09c61b0720323e52ff763ff9b947024d
content/interviews/巴菲特：我为什么慷慨解囊_2006.md,巴菲特：我为什么慷慨解囊 2006,content/interviews,source-corpus,buffett,true,true,interview,2006,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2006-fb91678e,15200,41326,254,2026-07-23T00:47:20.428Z,17,0,,b371789971f95821e24e78c67c4d155cb3da01127a2676ea934b89e2cfeb1cfc,e870641180bdedc0122938d8f8686ada3296765dfbd1d24bf87b6c7c741a9c0f
content/interviews/巴菲特：追忆唐基奥_2015.md,巴菲特：追忆唐基奥 2015,content/interviews,source-corpus,buffett,true,false,interview,2015,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2015-41ed87e1,9624,26306,200,2026-07-23T00:47:20.412Z,17,0,,e84c509ec9f5aaae30109d8457bc333281fe1a6acdf8b6e572cad74d303d46f0,b6a5b5b8aadd5e228135e4a74d100281cb8db709e3786dac04563920af9f708c
content/interviews/巴菲特：CNBC_专访_2009.md,巴菲特：CNBC 专访 2009,content/interviews,source-corpus,buffett,true,false,interview,2009,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2009-b98d1677,6178,16998,174,2026-07-23T00:47:20.310Z,38,0,,ee4eb33b4671bfd023cd21acb4bfe4652ed9391e69e254bb2af2d5dd7e12ac25,ad8a422dc93992865042b9d23516cb36d0476aa5a7bb9ddbc2c07545bdc98b40
content/interviews/巴菲特：CNBC_专访_2010.md,巴菲特：CNBC 专访 2010,content/interviews,source-corpus,buffett,true,true,interview,2010,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2010-ae5825ae,3539,9912,64,2026-07-23T00:47:20.377Z,13,0,,f541b71d4aa1fa01cdb139252e13a54334d1a2341a33bb578d246a758be23736,5e6afe3ec3eb22b345da9879418a7ffebd44b86251f247307ca79697be3ad6e2
content/interviews/巴菲特：CNBC_专访_2011.md,巴菲特：CNBC 专访 2011,content/interviews,source-corpus,buffett,true,false,interview,2011,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2011-45b24dd1,7360,21213,110,2026-07-23T00:47:20.396Z,11,0,,53f3aad083239ef816c51ec88c2ad6b3cb325a8c4bbe9e69aaee23dfc758e69d,d814645074d8353d2c2ecdb83c2531a015ac135ff134b33ef251788401764781
content/interviews/巴菲特：CNBC_专访_2014.md,巴菲特：CNBC 专访 2014,content/interviews,source-corpus,buffett,true,true,interview,2014,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2014-19ab421a,27280,74946,662,2026-07-23T00:47:20.352Z,103,56,,66bf3ecfe1137cc41fbc441b89e58d93c0657845a0825317344fb46e135aecee,f4b24dad5c6da0e05f774c257776218ac5640a2484053a6c4c0d574d9c9a013e
content/interviews/巴菲特慈善捐赠专访_2006.md,巴菲特慈善捐赠专访 2006,content/interviews,source-corpus,buffett,true,true,interview,2006,zh,unknown,,primary-interview-translation-candidate,candidate-primary-review,目标人物访谈候选，但文件未证明自身为完整实录。,buffett-interview-2006-bcc819c1,61488,173451,1916,2026-07-23T00:47:20.330Z,368,5,,fb70202d9df7aec6340bd601eb70c520ce24ec12aa0c8c70ad3183c95d68a4a8,8d06e9f11a08d2a67b53b38c9fb9515462b5bdce9234ea46e3c765a6e460a269
content/letters/berkshire_1965-巴菲特致股东信.md,1965 年巴菲特致伯克希尔股东信,content/letters,source-corpus,buffett,true,false,shareholder-letter,1965,zh,full-candidate,,corporate-letter-attribution-review,candidate-primary-review,1965—1969 年公司信存在他人署名或仅标注“巴菲特执笔”的情况，需核验正式署名和原始年报底本。,buffett-shareholder-letter-1965,1152,2685,32,2026-07-23T02:01:41.689Z,0,0,,2ea5ac1b083fb313a3948a6f061179f4d42dcf9cea56c983a0ee21f33c70165e,7752a534d13591845271068aa8d95530b17308ba6a2e475ecc7c626c17792366
content/letters/berkshire_1966-巴菲特致股东信.md,1966 年巴菲特致伯克希尔股东信,content/letters,source-corpus,buffett,true,false,shareholder-letter,1966,zh,full-candidate,,corporate-letter-attribution-review,candidate-primary-review,1965—1969 年公司信存在他人署名或仅标注“巴菲特执笔”的情况，需核验正式署名和原始年报底本。,buffett-shareholder-letter-1966,3085,7905,102,2026-07-23T02:01:41.689Z,0,0,,4d0e4baa4ce0124ae22987980d2f73b557a67010a53a29fce35d420b223b0819,58f31db78b009c1f655e880505797be31b647ce9ec0fc6e4e3d7fed844d3c28c
content/letters/berkshire_1967-巴菲特致股东信.md,1967 年巴菲特致伯克希尔股东信,content/letters,source-corpus,buffett,true,false,shareholder-letter,1967,zh,full-candidate,,corporate-letter-attribution-review,candidate-primary-review,1965—1969 年公司信存在他人署名或仅标注“巴菲特执笔”的情况，需核验正式署名和原始年报底本。,buffett-shareholder-letter-1967,2347,6212,62,2026-07-23T02:01:41.690Z,0,0,,9d267a697a25073731de2e9387949f8e89a2f86ec22ee4f7b6825543efd92f1e,df41d5e9e94eeec1dac605dcd77f66dd485a6c822be8c074a310c331ae135ca2
content/letters/berkshire_1968-巴菲特致股东信.md,1968 年巴菲特致伯克希尔股东信,content/letters,source-corpus,buffett,true,false,shareholder-letter,1968,zh,full-candidate,,corporate-letter-attribution-review,candidate-primary-review,1965—1969 年公司信存在他人署名或仅标注“巴菲特执笔”的情况，需核验正式署名和原始年报底本。,buffett-shareholder-letter-1968,1333,3389,28,2026-07-23T02:01:41.690Z,0,0,,23eb23c11e8d4ec743f85d3c1cce1064e037f6deb324dc377e151ea33835012a,f5c0f9da71486dd143e764f86dbdcee949f6d201ae856b9aa303eec604d1883c
content/letters/berkshire_1969-巴菲特致股东信.md,1969 年巴菲特致伯克希尔股东信,content/letters,source-corpus,buffett,true,false,shareholder-letter,1969,zh,full-candidate,,corporate-letter-attribution-review,candidate-primary-review,1965—1969 年公司信存在他人署名或仅标注“巴菲特执笔”的情况，需核验正式署名和原始年报底本。,buffett-shareholder-letter-1969,1641,4339,48,2026-07-23T02:01:41.691Z,0,0,,0a3626d99420bc9ce57a4fc05c5a3136659c8babc3d5387c7dec2c44055cab3c,4ee56f77bf8d4e20a58f5c58dda36179b74af3b4bddd14306c25b0f411be21ec
content/munger-archive/recordings/2018-08 红周刊专访查理芒格.md,投资者如何做到耐心,content/munger-archive,source-corpus,munger,true,true,munger-speech-or-interview,2018,zh,full-candidate,source-verification-pending,primary-transcript-translation-candidate,candidate-primary-review,芒格讲话、访谈或会议记录候选，需核验来源、说话者边界和完整度。,,12065,33257,504,2026-08-07T14:43:21.330Z,0,30,https://www.yuque.com/cooo/hg40yk/gyw9ou,16dbacbf4b802972d761269fc1a585ce421ececa36c1067226026715fe9e1b4c,eefe09aa52cb83c3e83fec57e630cbd5faf6117cb67ad143e3927fd8cf847743
content/munger-archive/recordings/acquired-charlie-munger-2023.md,查理·芒格做客 Acquired 播客（2023）,content/munger-archive,source-corpus,munger,true,true,munger-speech-or-interview,2023,zh,unknown,,primary-transcript-translation-candidate,candidate-primary-review,芒格讲话、访谈或会议记录候选，需核验来源、说话者边界和完整度。,,2981,6082,97,2026-07-31T03:48:48.520Z,0,0,https://mungerarchive.com/zh/recordings/acquired-charlie-munger-2023/,a9898bbe7ed7a0d9dfdb0227a0be53524133a3025b68a499dedd6ce63ae787d8,86d16780c939873ed86f57dc2b0e91a0edea1da01b811458b7a66b7338dadb84
content/munger-archive/recordings/bbc-boom-and-bust-2009.md,查理·芒格论繁荣与萧条（BBC，2009）,content/munger-archive,source-corpus,munger,false,true,munger-speech-or-interview,2009,zh,unknown,,primary-transcript-translation-candidate,candidate-primary-review,芒格讲话、访谈或会议记录候选，需核验来源、说话者边界和完整度。,,964,1539,27,2026-07-31T03:58:09.442Z,0,0,https://mungerarchive.com/zh/recordings/bbc-boom-and-bust-2009/,1d40331f88c9e15fb924e9cf00afc08ee210364e4fa087cd37f98eef952bef1d,12e426c74fb4a857d3a07f0dc8fcfee4aabd8274111ff8c92edb1ea75829b950
