order,status,theme_id,theme,year,title,file,primary,hash,mapping_basis
"119","primary","04","资本应该怎样配置","2019","berkshire_2019-巴菲特致股东信","content/letters/berkshire_2019-巴菲特致股东信.md","content/letters/berkshire_2019-巴菲特致股东信.md","6c0e25689697f876103020ba984ab2fcaa8174b1f3218e27cbd35a18326a77e5","coverage"
"120","primary","04","资本应该怎样配置","2020","berkshire_2020-巴菲特致股东信","content/letters/berkshire_2020-巴菲特致股东信.md","content/letters/berkshire_2020-巴菲特致股东信.md","47e57b6a2c3d742bafb234b57c744c6890a62f06c5d26eec612b419d61eaae45","coverage"
"121","primary","04","资本应该怎样配置","2021","berkshire_2021-巴菲特致股东信","content/letters/berkshire_2021-巴菲特致股东信.md","content/letters/berkshire_2021-巴菲特致股东信.md","db8dee743853422af92210e5cfabf94ad0e34cf92262d11ccd61f1dd13e05067","coverage"
"122","primary","04","资本应该怎样配置","2022","berkshire_2022-巴菲特致股东信","content/letters/berkshire_2022-巴菲特致股东信.md","content/letters/berkshire_2022-巴菲特致股东信.md","0d224d1f4c0d63d87735721373d72250a1da7e3ddb9b9f0fc5353d248d7a1d23","coverage"
"123","primary","04","资本应该怎样配置","2023","berkshire_2023-巴菲特致股东信","content/letters/berkshire_2023-巴菲特致股东信.md","content/letters/berkshire_2023-巴菲特致股东信.md","49aa49d6b3d6bc371004997799b2e6c48dfd537e47d4785cfc2f547ca4469b27","coverage"
"124","primary","04","资本应该怎样配置","2024","berkshire_2024-巴菲特致股东信","content/letters/berkshire_2024-巴菲特致股东信.md","content/letters/berkshire_2024-巴菲特致股东信.md","5d0ca71a9e7cd3aa1ea1be71c14eba59713fb6e51f74b2b117cf41f200712238","coverage"
"155","primary","06","风险与错误","2025","berkshire_2025-巴菲特致股东信","content/letters/berkshire_2025-巴菲特致股东信.md","content/letters/berkshire_2025-巴菲特致股东信.md","45be3bf4e4529f293fe41217f4948bebddca7622a7865220a77b03a1ee99d336","coverage"
"159","primary","08","综合现场与年度索引","1985","伯克希尔股东大会问答_1985","content/qa/伯克希尔股东大会问答_1985.md","content/qa/伯克希尔股东大会问答_1985.md","36a0bb92394e162cb0b6a30c196db5ff7af16a0b4ab2c8dd4f5f46f2291ae598","document-integrity"
"160","primary","08","综合现场与年度索引","1986","伯克希尔股东大会问答_1986","content/qa/伯克希尔股东大会问答_1986.md","content/qa/伯克希尔股东大会问答_1986.md","8a89af4ddd1da894ce29ecb67be253a55da350a517d5128efd7d5da5073d84b1","document-integrity"
"161","primary","08","综合现场与年度索引","1987","伯克希尔股东大会问答_1987","content/qa/伯克希尔股东大会问答_1987.md","content/qa/伯克希尔股东大会问答_1987.md","96cc8aa6975f0686a9c7748577269fc26b902be6ea3b074934167d050d46ce01","document-integrity"
"162","primary","08","综合现场与年度索引","1988","伯克希尔股东大会问答_1988","content/qa/伯克希尔股东大会问答_1988.md","content/qa/伯克希尔股东大会问答_1988.md","c03c92cc2f0a14de25c2c12addc38275cb1fd89086e06224965cf6cc2b71eb29","document-integrity"
"163","primary","08","综合现场与年度索引","1989","伯克希尔股东大会问答_1989","content/qa/伯克希尔股东大会问答_1989.md","content/qa/伯克希尔股东大会问答_1989.md","16a777edc3550e1b4d1c4dcbe94275488dac1487c19a7582c29dda4ef0f2cb9e","document-integrity"
"164","primary","08","综合现场与年度索引","1990","伯克希尔股东大会问答_1990","content/qa/伯克希尔股东大会问答_1990.md","content/qa/伯克希尔股东大会问答_1990.md","7c535252969c1f01d6130078ddc22c9ce6e0e0846ef521cc60690f7fe602ba46","document-integrity"
"165","primary","08","综合现场与年度索引","1991","伯克希尔股东大会问答_1991","content/qa/伯克希尔股东大会问答_1991.md","content/qa/伯克希尔股东大会问答_1991.md","c66bc6e12a4302b20c945e5a01bb38ab52a5da5ed0b3bb54905ed5351f601d6c","document-integrity"
"166","primary","08","综合现场与年度索引","1992","伯克希尔股东大会问答_1992","content/qa/伯克希尔股东大会问答_1992.md","content/qa/伯克希尔股东大会问答_1992.md","0b8f38df6c2a3421fc3023b999be70a114f1c6ddced23545a49376f01d9f69fa","document-integrity"
"167","primary","08","综合现场与年度索引","1993","伯克希尔股东大会问答_1993","content/qa/伯克希尔股东大会问答_1993.md","content/qa/伯克希尔股东大会问答_1993.md","980ba3666d27adab77b90fbd1cbd08eff5b78ede87c1644333cf672d7316d7fb","document-integrity"
"168","primary","08","综合现场与年度索引","1994","1994 年伯克希尔股东大会实录","content/qa/伯克希尔股东大会实录_1994.md","content/qa/伯克希尔股东大会实录_1994.md","ea4796f99b1a73be032dfff885d2f0b2b4d8dac3489318f297aaa15fd193fa65","document-integrity"
"169","primary","08","综合现场与年度索引","1995","1995 年伯克希尔股东大会实录","content/qa/伯克希尔股东大会实录_1995.md","content/qa/伯克希尔股东大会实录_1995.md","d908939cd9fe3f09da4d2f582be663f3a01416c14f541f1c42257d0806cee3ec","document-integrity"
"170","primary","08","综合现场与年度索引","1996","1996 年伯克希尔股东大会实录","content/qa/伯克希尔股东大会实录_1996.md","content/qa/伯克希尔股东大会实录_1996.md","9e7a4d956b98075fbf76edb2fb9d1511ac0abc47af6a27c248d8b471cbfb64a1","document-integrity"
"171","primary","08","综合现场与年度索引","1997","1997 年伯克希尔股东大会实录","content/qa/伯克希尔股东大会实录_1997.md","content/qa/伯克希尔股东大会实录_1997.md","4330b54bffee2b3a5d30c82de3bf82d746fc2fde5c3b640c17da7d102c0dff5d","document-integrity"
"172","primary","08","综合现场与年度索引","1998","1998 年伯克希尔股东大会实录","content/qa/伯克希尔股东大会实录_1998.md","content/qa/伯克希尔股东大会实录_1998.md","d2a1f647286d659110677cd1ed7c81b2991a5c5b8324a6b87045d3528d69548f","document-integrity"
"173","primary","08","综合现场与年度索引","1999","1999 年伯克希尔股东大会实录","content/qa/伯克希尔股东大会实录_1999.md","content/qa/伯克希尔股东大会实录_1999.md","663d7986a8d23f64d4129f41c4f7a7088f320ff1252820eb1eff4d6861b6e5e1","document-integrity"
"174","primary","08","综合现场与年度索引","2000","伯克希尔股东大会实录_2000","content/qa/伯克希尔股东大会实录_2000.md","content/qa/伯克希尔股东大会实录_2000.md","e6194414c7b7f8825fe6168eec3faba5312d9eba7d0322b49fe62174e42cdea4","document-integrity"
"176","primary","08","综合现场与年度索引","2001","伯克希尔股东大会实录_2001","content/qa/伯克希尔股东大会实录_2001.md","content/qa/伯克希尔股东大会实录_2001.md","0821e24822b4f2cea42ebefff81be43ce7100c8488d1b49c6cf8d864a5058b68","document-integrity"
"177","primary","08","综合现场与年度索引","2002","伯克希尔股东大会实录_2002","content/qa/伯克希尔股东大会实录_2002.md","content/qa/伯克希尔股东大会实录_2002.md","e73549a424dd45918e7e87b6e9717d59dd2b05b64399b5c55de4db29b1c4d46d","document-integrity"
"178","primary","08","综合现场与年度索引","2003","2003 年伯克希尔股东大会实录","content/qa/伯克希尔股东大会实录_2003.md","content/qa/伯克希尔股东大会实录_2003.md","aac8c263e7ac21721fa905f0255c513b064c16c568cf26e306e8d0d5275e3fee","document-integrity"
"181","primary","08","综合现场与年度索引","2004","2004 年伯克希尔股东大会实录","content/qa/伯克希尔股东大会实录_2004.md","content/qa/伯克希尔股东大会实录_2004.md","07e1e7f051a3ff073cbd7db859623399b19ccbd8bd193cd16392982c4791af2e","document-integrity"
"184","primary","08","综合现场与年度索引","2005","2005 年伯克希尔股东大会实录","content/qa/伯克希尔股东大会实录_2005.md","content/qa/伯克希尔股东大会实录_2005.md","60c2d5822cb3ade2031cf4858492c9be4bdc5d72b6e18ba103b3c0d857827d3b","document-integrity"
"188","primary","08","综合现场与年度索引","2006","2006 年伯克希尔股东大会实录","content/qa/伯克希尔股东大会实录_2006.md","content/qa/伯克希尔股东大会实录_2006.md","61b81b4cad1d99214074cad3a58057bd435e67c9a5e83cb5540999a4673cbd3a","document-integrity"
"191","primary","08","综合现场与年度索引","2007","2007 年伯克希尔股东大会实录","content/qa/伯克希尔股东大会实录_2007.md","content/qa/伯克希尔股东大会实录_2007.md","c8dca68e72866cb7faf4ead844d01c634173ffb15a173f464daecdf7fd4548e4","document-integrity"
"194","primary","08","综合现场与年度索引","2008","2008 年伯克希尔股东大会实录","content/qa/伯克希尔股东大会实录_2008.md","content/qa/伯克希尔股东大会实录_2008.md","122032e94240fbb087b12003a263d568fecd7c64f1f8822d49583316d8be3e29","document-integrity"
"200","primary","08","综合现场与年度索引","2009","2009 年伯克希尔股东大会实录","content/qa/伯克希尔股东大会实录_2009.md","content/qa/伯克希尔股东大会实录_2009.md","d590db230e3fd756e2a7fefdab51de80ab4e8ef49536aa3cf19b7210bbfc152d","document-integrity"
"206","primary","08","综合现场与年度索引","2010","巴菲特：慈善中国行_2010","content/qa/巴菲特：慈善中国行_2010.md","content/qa/巴菲特：慈善中国行_2010.md","87ed9a59326727791bd84e80c18f4c34569735947f0a06a278602ca77253eb98","document-integrity"
"205","primary","08","综合现场与年度索引","2010","2010 年伯克希尔股东大会实录","content/qa/伯克希尔股东大会实录_2010.md","content/qa/伯克希尔股东大会实录_2010.md","b0a044ba33a250a0f9933e35a0b8f67884208888a4a923de0d01c7ab903593f1","document-integrity"
"210","primary","08","综合现场与年度索引","2011","2011 年伯克希尔股东大会实录","content/qa/伯克希尔股东大会实录_2011.md","content/qa/伯克希尔股东大会实录_2011.md","b8a552b337bceb313ffddf6d9e9356621b1258fe9a881f5f7cfdcf5b859109ad","document-integrity"
"214","primary","08","综合现场与年度索引","2012","2012 年伯克希尔股东大会实录","content/qa/伯克希尔股东大会实录_2012.md","content/qa/伯克希尔股东大会实录_2012.md","762b1f82fd58448de18ca111374906a8a15ed6a31cc9d8da435d7c6bf402691c","document-integrity"
"217","primary","08","综合现场与年度索引","2013","2013 年伯克希尔股东大会实录","content/qa/伯克希尔股东大会实录_2013.md","content/qa/伯克希尔股东大会实录_2013.md","32edea0a8caf8f285c159a341568059b783f4e1b2c228956457a70cab38d34f0","document-integrity"
"221","primary","08","综合现场与年度索引","2014","2014 年伯克希尔股东大会实录","content/qa/伯克希尔股东大会实录_2014.md","content/qa/伯克希尔股东大会实录_2014.md","fe7b265666b3a29c282082c42ece0552dc38777569046d672b27a8229af31824","document-integrity"
"225","primary","08","综合现场与年度索引","2015","2015 年伯克希尔股东大会实录","content/qa/伯克希尔股东大会实录_2015.md","content/qa/伯克希尔股东大会实录_2015.md","1a5ecfdabc318accbd1e44782bebc8dde61955f5c4f618c4b9cc20d95d0be86a","document-integrity"
"230","primary","08","综合现场与年度索引","2016","伯克希尔股东大会实录_2016","content/qa/伯克希尔股东大会实录_2016.md","content/qa/伯克希尔股东大会实录_2016.md","c4ad9fb10f4ada218d3b37128787dacaa76d5f2e0cd5565e21007b7900f274d8","document-integrity"
"231","primary","08","综合现场与年度索引","2017","伯克希尔股东大会实录_2017","content/qa/伯克希尔股东大会实录_2017.md","content/qa/伯克希尔股东大会实录_2017.md","0fb8034984fbb2f7105167ab01b7d92bdd4a3187071304e440d1e9c66d842a57","document-integrity"
"232","primary","08","综合现场与年度索引","2018","伯克希尔股东大会实录_2018","content/qa/伯克希尔股东大会实录_2018.md","content/qa/伯克希尔股东大会实录_2018.md","0e5a7153eb0df2f8f52064733deb9bb87cb5ccde048fd87e3b3fc38122eb2319","document-integrity"
"233","primary","08","综合现场与年度索引","2019","伯克希尔股东大会实录_2019","content/qa/伯克希尔股东大会实录_2019.md","content/qa/伯克希尔股东大会实录_2019.md","dd2d26b3f567d104723f1854b9fd585baf1d715f6fe6539d64ff944fda8a0298","document-integrity"
"234","primary","08","综合现场与年度索引","2020","伯克希尔股东大会实录_2020","content/qa/伯克希尔股东大会实录_2020.md","content/qa/伯克希尔股东大会实录_2020.md","5809a7c116b3585b6d132db3920851e260231dc2d377e55d7a45cda53d47ecab","document-integrity"
"235","primary","08","综合现场与年度索引","2021","伯克希尔股东大会实录_2021","content/qa/伯克希尔股东大会实录_2021.md","content/qa/伯克希尔股东大会实录_2021.md","cb194d1216ee9fffdcdd54f310f7337b4c57f59d0f8a100d95ee62dea8105007","document-integrity"
"236","primary","08","综合现场与年度索引","2022","伯克希尔股东大会实录_2022","content/qa/伯克希尔股东大会实录_2022.md","content/qa/伯克希尔股东大会实录_2022.md","01c40aa7673d7041896d9ba67bd5ff59b1f1b94c070ba54ddf89458e8e7d267b","document-integrity"
"237","primary","08","综合现场与年度索引","2023","伯克希尔股东大会实录_2023","content/qa/伯克希尔股东大会实录_2023.md","content/qa/伯克希尔股东大会实录_2023.md","1dd9179327fb1aff3db54dc87b899983747ffdf85ef709a1db95a651374c3fad","document-integrity"
"238","primary","08","综合现场与年度索引","2024","伯克希尔股东大会实录_2024","content/qa/伯克希尔股东大会实录_2024.md","content/qa/伯克希尔股东大会实录_2024.md","0b7ec0757589d055331c088b7e5184230e4f2715ea907659604f7a0f894faf2e","document-integrity"
"239","primary","08","综合现场与年度索引","2025","伯克希尔股东大会实录_2025","content/qa/伯克希尔股东大会实录_2025.md","content/qa/伯克希尔股东大会实录_2025.md","3917e5fa050c921b5f9c6dd0df615a4fed553b1e1c28f35afc53fa885be95ee8","document-integrity"
"240","primary","08","综合现场与年度索引","2025","历年股东问答精选_2025","content/qa/历年股东问答精选_2025.md","content/qa/历年股东问答精选_2025.md","8fe8f30d9058772fdb00839b0216ffba5a255944cfc7f973165f40eae8800ef0","document-integrity"
"20","primary","03","什么是好企业","1972","巴菲特谈喜诗糖果 1972","content/articles/buffett/巴菲特谈喜诗糖果_1972.md","content/articles/buffett/巴菲特谈喜诗糖果_1972.md","f446e13d2e60dcd1c7a17150b0badc9f336bce5689f84ad25f3e98c6a8b750bb","coverage"
"141","primary","06","风险与错误","1974","巴菲特谈股市 1974","content/articles/buffett/巴菲特谈股市_1974.md","content/articles/buffett/巴菲特谈股市_1974.md","ff698d07c660c4c57f0c08d397c9cf6485d04e0d7b55aad10bb4d764dce7bf1e","coverage"
"64","primary","04","资本应该怎样配置","1975","巴菲特谈养老金问题 1975","content/articles/buffett/巴菲特谈养老金问题_1975.md","content/articles/buffett/巴菲特谈养老金问题_1975.md","615337277c4366a94ce7df51350950958a3be0ee768c49175defc7071fa93196","coverage"
"142","primary","06","风险与错误","1976","巴菲特：怀念恩师格雷厄姆 1976","content/articles/buffett/巴菲特：怀念恩师格雷厄姆_1976.md","content/articles/buffett/巴菲特：怀念恩师格雷厄姆_1976.md","fb40dff604e26b151f904457591cce72051858a436f171a7190c27d0e9b22601","coverage"
"21","primary","03","什么是好企业","1976","巴菲特谈 GEICO1976","content/articles/buffett/巴菲特谈_GEICO1976.md","content/articles/buffett/巴菲特谈_GEICO1976.md","4c4e935165e5022767a90aad80171a502248e64f4979622ff180f4ccb8f93a90","coverage"
"67","primary","04","资本应该怎样配置","1977","巴菲特谈通货膨胀 1977","content/articles/buffett/巴菲特谈通货膨胀_1977.md","content/articles/buffett/巴菲特谈通货膨胀_1977.md","5557ed54fa0b3ab4517b3f24eb6f85d3ee78b3788d49a406d28fa03042074fbc","coverage"
"143","primary","06","风险与错误","1977","企业收藏家 1977","content/articles/buffett/企业收藏家_1977.md","content/articles/buffett/企业收藏家_1977.md","b68f17a3355d2528c9856aea0f5206e1a64c2450607c4dfa27c4859631fbda33","coverage"
"128","primary","05","谁来经营企业","1979","巴菲特谈股市 1979","content/articles/buffett/巴菲特谈股市_1979.md","content/articles/buffett/巴菲特谈股市_1979.md","b49f34862a35b5086d9d85ea1b6df7ea1bac0f5c795076c0faeb49292e5f9048","coverage"
"2","primary","01","所有者是谁","1982","巴菲特谈指数期货 1982","content/articles/buffett/巴菲特谈指数期货_1982.md","content/articles/buffett/巴菲特谈指数期货_1982.md","0b33678f96abb4e235e2ae47d6342fd43fa34d3f975b57357d9fafd9d06e1f68","coverage"
"16","primary","02","企业值多少钱","1985","巴菲特谈投资 1985","content/articles/buffett/巴菲特谈投资_1985.md","content/articles/buffett/巴菲特谈投资_1985.md","c28f380c1cdc095dc249167e2edf792fa770ce21e6cb4bc77da9a1be472ae384","coverage"
"145","primary","06","风险与错误","1988","巴菲特谈投资 1988","content/articles/buffett/巴菲特谈投资_1988.md","content/articles/buffett/巴菲特谈投资_1988.md","9f275c4738a717baaa2fd05622e2c9cd512b90e8178de69e5b5fb68487e67aa6","coverage"
"129","primary","05","谁来经营企业","1991","巴菲特致所罗门股东信 1991","content/articles/buffett/巴菲特致所罗门股东信_1991.md","content/articles/buffett/巴菲特致所罗门股东信_1991.md","ca5df4d46da91013a9e5d00c6b2a161ef50a906db1a6a9c61648e2ce04eb1d4f","coverage"
"148","primary","06","风险与错误","1994","巴菲特谈施洛斯的信 1994","content/articles/buffett/巴菲特谈施洛斯的信_1994.md","content/articles/buffett/巴菲特谈施洛斯的信_1994.md","69792a598a27d4bcd6695989da6fc55bb646af1c5b170c35c09f1d9500333b0e","coverage"
"87","primary","04","资本应该怎样配置","1996","伯克希尔股东手册 1996","content/articles/buffett/伯克希尔股东手册_1996.md","content/articles/buffett/伯克希尔股东手册_1996.md","794b2047a11f9a0f5aef96bd9b1c8594040f3859a3f6aa89b564d365d597aa6d","coverage"
"23","primary","03","什么是好企业","1997","巴菲特谈微软的信 1997","content/articles/buffett/巴菲特谈微软的信_1997.md","content/articles/buffett/巴菲特谈微软的信_1997.md","eb4f730163c33a481595a8d52e07313f6c3de86bbd0be5bb431a7e52f997bc60","coverage"
"90","primary","04","资本应该怎样配置","1998","巴菲特收购 LTMC 要约 1998","content/articles/buffett/巴菲特收购_LTMC_要约_1998.md","content/articles/buffett/巴菲特收购_LTMC_要约_1998.md","e5c7c869b4d722c828cd8e08da6928debde66262f9dec0a5b7299b0d75001ba2","coverage"
"150","primary","06","风险与错误","1999","巴菲特谈股市 1999","content/articles/buffett/巴菲特谈股市_1999.md","content/articles/buffett/巴菲特谈股市_1999.md","2d6a6cf8d2eb1b039ba9e58e33457ccdf36f0c36577f7632c9734c8f17a5748c","coverage"
"94","primary","04","资本应该怎样配置","2001","巴菲特：保险业的 FDIC 2001","content/articles/buffett/巴菲特：保险业的_FDIC_2001.md","content/articles/buffett/巴菲特：保险业的_FDIC_2001.md","ddb11a3460b73b2bdd916b4fab9308b52771651da5512b70061735097742d2ea","coverage"
"131","primary","05","谁来经营企业","2001","巴菲特：给全体经理人备忘录 2001","content/articles/buffett/巴菲特：给全体经理人备忘录_2001.md","content/articles/buffett/巴菲特：给全体经理人备忘录_2001.md","2cb991772c289cb529b0955751dd614a1e153ce0123612702677a13b320460cb","coverage"
"132","primary","05","谁来经营企业","2001","巴菲特谈股市 2001","content/articles/buffett/巴菲特谈股市_2001.md","content/articles/buffett/巴菲特谈股市_2001.md","95a03c7bc1a928dccf589d1d25fd5014c0ff76cfe744b9b6ccc0ffc4536a0191","coverage"
"3","primary","01","所有者是谁","2002","巴菲特：股票期权与常识","content/articles/buffett/巴菲特：股票期权与常识_2002.md","content/articles/buffett/巴菲特：股票期权与常识_2002.md","44521082dec6bac8d3c22d768e8c3ef2f134c1372b181b90a89d34e98c1db6ad","coverage"
"97","primary","04","资本应该怎样配置","2003","巴菲特：股息巫术 2003","content/articles/buffett/巴菲特：股息巫术_2003.md","content/articles/buffett/巴菲特：股息巫术_2003.md","05edf3a2984ff7b1a4873b19987faecb4bdb1b7f383cc51c483f771ce35319d3","coverage"
"152","primary","06","风险与错误","2003","巴菲特：我为什么不看好美元 2003","content/articles/buffett/巴菲特：我为什么不看好美元_2003.md","content/articles/buffett/巴菲特：我为什么不看好美元_2003.md","15882b98c1b46bf961ae1f6d0a0d9defcff6099faac4c515f17d657339bb22bc","coverage"
"98","primary","04","资本应该怎样配置","2003","沃伦在担心什么 2003","content/articles/buffett/沃伦在担心什么_2003.md","content/articles/buffett/沃伦在担心什么_2003.md","12ae8b8726698a3a85c135736a51215ee9610ca3878904ff5e17f4349a22fe94","coverage"
"17","primary","02","企业值多少钱","2004","巴菲特：模糊数学与股票期权 2004","content/articles/buffett/巴菲特：模糊数学与股票期权_2004.md","content/articles/buffett/巴菲特：模糊数学与股票期权_2004.md","791a3d4bf0e27845ccbafc810822607e22b8765863b8a538eddad4026b5fa9c8","coverage"
"18","primary","02","企业值多少钱","2005","巴菲特：回忆进入证券行业 2005","content/articles/buffett/巴菲特：回忆进入证券行业_2005.md","content/articles/buffett/巴菲特：回忆进入证券行业_2005.md","bce2acdf2f11c1a7d0d8a195d836afb514478a031e7e3373be5e595bf689b413","coverage"
"133","primary","05","谁来经营企业","2006","巴菲特：给全体经理人备忘录 2006","content/articles/buffett/巴菲特：给全体经理人备忘录_2006.md","content/articles/buffett/巴菲特：给全体经理人备忘录_2006.md","1f19f9aea341b69b7b53cbb49f2864eec76726342c6bc10de9513993829d68d0","coverage"
"103","primary","04","资本应该怎样配置","2007","巴菲特接见 Dardashti 2007","content/articles/buffett/巴菲特接见_Dardashti_2007.md","content/articles/buffett/巴菲特接见_Dardashti_2007.md","b1d4226b95ff54a2cfb2d437fba2d4cd0407988f1a90bb2578e0fd223ddc1820","coverage"
"105","primary","04","资本应该怎样配置","2008","巴菲特：给保尔森的信 2008","content/articles/buffett/巴菲特：给保尔森的信_2008.md","content/articles/buffett/巴菲特：给保尔森的信_2008.md","2f60bf454c2ddbdde7bcd4814e4c45b68d960a565d27590c5e250b7d8eade9f0","coverage"
"153","primary","06","风险与错误","2008","巴菲特：怀念恩师格雷厄姆 2008","content/articles/buffett/巴菲特：怀念恩师格雷厄姆_2008.md","content/articles/buffett/巴菲特：怀念恩师格雷厄姆_2008.md","9d636e04ad09e605af2186fee208009628a2207432786afbde4679a957a93fe7","coverage"
"106","primary","04","资本应该怎样配置","2008","巴菲特：买入美国正当时 2008","content/articles/buffett/巴菲特：买入美国正当时_2008.md","content/articles/buffett/巴菲特：买入美国正当时_2008.md","cba5ee412cf9a6d71d168bf46a1591e3e4fd0becbec58276f717c06c82e3beb7","coverage"
"28","primary","03","什么是好企业","2008","财富杂志：沃伦之思 2008","content/articles/buffett/财富杂志：沃伦之思_2008.md","content/articles/buffett/财富杂志：沃伦之思_2008.md","b83e24921eb5780dcc9c4c75d686c69faea7bb92fdea3b9f952b3405069395e0","coverage"
"134","primary","05","谁来经营企业","2009","巴菲特：美元效应 2009","content/articles/buffett/巴菲特：美元效应_2009.md","content/articles/buffett/巴菲特：美元效应_2009.md","f99ed91c020d3ded0032ca51a1e7cd60d3d16b131b84c4420d2f184fc9af6106","coverage"
"135","primary","05","谁来经营企业","2010","巴菲特：给全体经理人备忘录 2010","content/articles/buffett/巴菲特：给全体经理人备忘录_2010.md","content/articles/buffett/巴菲特：给全体经理人备忘录_2010.md","abb880385860e649de15b84dfd36b89a685da960e8ceabcdc32137dff8420cfb","coverage"
"136","primary","05","谁来经营企业","2014","巴菲特：给全体经理人备忘录 2014","content/articles/buffett/巴菲特：给全体经理人备忘录_2014.md","content/articles/buffett/巴菲特：给全体经理人备忘录_2014.md","e19f910415366c9a67e103deb92bf27d63f9d0f37e34545518bd3807f81a031c","coverage"
"113","primary","04","资本应该怎样配置","2014","巴菲特：关于游牧者基金 2014","content/articles/buffett/巴菲特：关于游牧者基金_2014.md","content/articles/buffett/巴菲特：关于游牧者基金_2014.md","d7138236497be28b50b8f257e2e6127abe88db9c2c1f6066564a6df452c3851b","coverage"
"154","primary","06","风险与错误","2017","巴菲特：美国的未来 2017","content/articles/buffett/巴菲特：美国的未来_2017.md","content/articles/buffett/巴菲特：美国的未来_2017.md","2b9f19c68fbe623f0986693fb8f4fa281abf76ebfff7bf0b4747a3243c301224","coverage"
"29","primary","03","什么是好企业","","巴菲特: 你应该了解珠宝生意","content/articles/buffett/巴菲特_你应该了解珠宝生意.md","content/articles/buffett/巴菲特_你应该了解珠宝生意.md","f5f98a360e6350515efa97a183d729bc8dcabaf4991fca3f6bf0ca36ddbe3cc5","coverage"
"157","primary","06","风险与错误","","巴菲特：扩大所得税抵免比提高最低工资更好","content/articles/buffett/巴菲特：扩大所得税抵免比提高最低工资更好.md","content/articles/buffett/巴菲特：扩大所得税抵免比提高最低工资更好.md","aa3fb84edd03913c19b3af380681ad80714cc07b948207cf29de5e341c81b561","coverage"
"137","primary","05","谁来经营企业","","巴菲特：谁是真正的账房先生","content/articles/buffett/巴菲特：谁是真正的账房先生.md","content/articles/buffett/巴菲特：谁是真正的账房先生.md","a7a2966cdf39c6c946c46ca5fb2e08cc97a0a14c1fb4ce26461d6d92fde4a8a5","coverage"
"125","primary","04","资本应该怎样配置","","巴菲特：收购 BNSF 铁路","content/articles/buffett/巴菲特：收购_BNSF_铁路.md","content/articles/buffett/巴菲特：收购_BNSF_铁路.md","3b0591c3ee8b6d32a212ec4e2e9d8b1dc11faeb33ff9d8cc3669ba4e2ae95b01","coverage"
"144","primary","06","风险与错误","1984","巴菲特：哥大商学院演讲 1984","content/talks/巴菲特：哥大商学院演讲_1984.md","content/talks/巴菲特：哥大商学院演讲_1984.md","cc3bc2646c9f48b6e5e7f74429f099435c74457ffcf42b11e3b13e227034dd84","coverage"
"146","primary","06","风险与错误","1990","巴菲特：斯坦福法学院演讲 1990","content/talks/巴菲特：斯坦福法学院演讲_1990.md","content/talks/巴菲特：斯坦福法学院演讲_1990.md","27290d2e86517db3c7579b36a4a2b0fb2edfcd703c129fcde7a755a51529f46f","coverage"
"22","primary","03","什么是好企业","1991","巴菲特：圣母大学演讲 1991","content/talks/巴菲特：圣母大学演讲_1991.md","content/talks/巴菲特：圣母大学演讲_1991.md","7d43007b13ae74b93c9fcf538d9dc443a6ba6a47606c9be39a0064a3a8466971","coverage"
"147","primary","06","风险与错误","1992","巴菲特奥马哈新闻俱乐部 1992","content/talks/巴菲特奥马哈新闻俱乐部_1992.md","content/talks/巴菲特奥马哈新闻俱乐部_1992.md","81fdcfd2fa3f6149a3761e0a2b4029374995beb7427792afa2d9ee47f8bbef68","coverage"
"130","primary","05","谁来经营企业","1994","巴菲特：内布拉斯加大学演讲 1994","content/talks/巴菲特：内布拉斯加大学演讲_1994.md","content/talks/巴菲特：内布拉斯加大学演讲_1994.md","25a4a24c7fde2952de468122c9e0afc960be3efd582969d30b6eea91d2b24d5b","coverage"
"24","primary","03","什么是好企业","1998","巴菲特：佛罗里达大学演讲 1998","content/talks/巴菲特：佛罗里达大学演讲_1998.md","content/talks/巴菲特：佛罗里达大学演讲_1998.md","923ed19c7f94b327f55320ef4328758cb6396e4a3cbc4a830e534f8f75d774de","coverage"
"25","primary","03","什么是好企业","1998","巴菲特：华盛顿大学谈话 1998","content/talks/巴菲特：华盛顿大学谈话_1998.md","content/talks/巴菲特：华盛顿大学谈话_1998.md","7164ecf582ed4cddb76cc3772c848625baca85ac396cf04139dc4ff2835e238c","coverage"
"26","primary","03","什么是好企业","1999","巴菲特：内布拉斯加教育论坛演讲 1999","content/talks/巴菲特：内布拉斯加教育论坛演讲_1999.md","content/talks/巴菲特：内布拉斯加教育论坛演讲_1999.md","6187dffb73b110a45742334114bb2a1572afe2efcc9fc01bc8e763f8773023dc","coverage"
"149","primary","06","风险与错误","1999","巴菲特太阳谷演讲 1999","content/talks/巴菲特太阳谷演讲_1999.md","content/talks/巴菲特太阳谷演讲_1999.md","a9e3ad7fcd7433bb33e3a1fb301791f72dfbf7750a1192806f6c904fac86baa2","coverage"
"151","primary","06","风险与错误","2001","巴菲特：佐治亚大学演讲 2001","content/talks/巴菲特：佐治亚大学演讲_2001.md","content/talks/巴菲特：佐治亚大学演讲_2001.md","f67f5b055203241a3f165988dbeea3bb52e8619a148788d41e08c0b3da238238","coverage"
"27","primary","03","什么是好企业","2002","巴菲特：哥大商学院演讲 2002","content/talks/巴菲特：哥大商学院演讲_2002.md","content/talks/巴菲特：哥大商学院演讲_2002.md","b61f4d098c50908428f93ffb1ea2593282a6e3347666929cf0500d798206e4b9","coverage"
